,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count,predicted_pronunciation
849,赫剌剌,zh-cn,noun,/xɤ˥˩ la˥˩ la˥˩/,oɶɶ,Hilt,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,200:258:284:296:741:941:945:969:1293:1368:1640,643:686:701:736:760:781:809:814:894:931:1003:1022:1084:1150:1257:1439:1467,22,11,17,bali
850,劈里啪啦,zh-cn,verb,/pʰi˥˥ li˨˩˦ pʰa˥˥ la˧/,yyɶɶ,啪 啪,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:999:1093:1155:1401:1588:1635:1637,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,24,15,36,aia
851,diapir,ro,noun,/diapir/,yɶy,diapir,121:201:320:360:411:418:1074:1106:1218:1274:1447,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,11,15,30,atikula
852,abangan,id,noun,/abaŋan/,ɶɶɶm,Abangan,282:724:798:983:1231:1503,12:984:1001:1013:1344,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,6,5,13,iswai
853,구기다,ko,noun,/kuɡida̠/,uyɶ,crumple,369:822:920:1430:1433:1461,123:173:303:471:592:907:1193:1657,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,6,8,21,diuplikati
854,lucarii,ro,noun,/lukarij/,uɶy,toys,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,102:119:124:165:294:430:521:797:1200:1219,601:668:680:770:818:830:899:1049:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1638:1651,14,10,21,buiu
855,cinabru,ro,noun,/tʃinabru/,yɶu,cinnabar,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,70:126:212:235:334:483:539,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,18,7,32,bit
856,alaihi,id,noun,/alaihi/,ɶɶyy,Alaihi.,19:25:58:181:208:222:327:785:796:911:1139:1380:1408:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1281:1356:1603,604:734:735:740:748:777:910:921:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,14,17,23,lau
857,Kakadu,de,noun,/ˈkakaˌduː/,ɶɶu,Cockatoo,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,23:166:655:738:870:1470,627:632:638:644:652:654:666:675:684:700:709:725:749:836:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,26,6,32,tʃikaubai
858,あさひ,ja,noun,/asaçi/,ɶɶy,Asahi,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,68:128:148:157:339:416:788:1157,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,22,8,37,kaonoida
859,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,645:653:697:721:727:730:745:769:807:843:846:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,33,15,36,ataŋija
860,andilau,id,noun,/andilau/,ɶmyɶu,Andilau,10:35:72:82:158:220:288:420:473:484:502:523:532:1102:1250,70:212:483:539:1304:1454,600:605:606:612:637:704:726:751:791:794:804:808:855:891:936:979:992:998:1034:1037:1054:1056:1069:1073:1122:1203:1343:1364:1373:1483:1530:1574:1585:1653,15,6,34,koniaj
861,두나이 강,ko,noun,/tuna̠i ka̠ŋ/,uɶyɶm,Two Ni River,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491,16:130:460:486:694:731:1279:1351:1363,1077:1208:1236:1370:1419:1431,13,9,6,afabylam
862,ああいった,ja,verb,/aaitːa/,ɶɶyɶ,Oh,88:141:253:716:1051:1300:1358:1360:1514:1518:1570:1587,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:978:1128:1254:1497,621:633:714:742:756:795:812:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1349:1472:1517:1616:1627:1660,12,20,25,batʃa
863,お久,ja,noun,/oçisa/,oyɶ,Achure,132:241:309:1306:1414:1415,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,671:784:805:919:1000:1039:1050:1067:1213:1269:1372:1443:1474:1646,6,17,14,obi
864,哗啦哗啦,zh-cn,noun,/xwa˥˥ la˥˥ xwa˥˥ la˥˥/,ɶɶɶɶ,哗,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,645:653:697:721:727:730:745:769:807:843:846:859:878:897:905:934:1011:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,33,15,35,badai
865,humida,eo,noun,/humida/,uyɶ,Humid,24:75:134:229:335:363:413:467:567:822:920:1430:1433:1461,151:173:396:592:907:1193:1657,689:708:739:853:883:975:1002:1008:1010:1082:1120:1140:1195:1258:1301:1366:1413:1437:1510:1591,14,7,20,piat
866,affalâmes,fr,noun,/afalam/,ɶɶɶm,fonds,8:76:94:138:228:281:282:302:376:382:398:417:454:465:524:724:798:1231:1503,12:456:526:984:1001:1013:1344,607:660:712:728:820:852:871:946:997:1036:1221:1222:1259:1261:1291:1630,19,7,16,diadi
867,abarrotaba,es,verb,/aβarotaβa/,ɶɶoɶɶ,Ballotaba,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:996:1265,200:258:284:296:741:941:945:969:1293:1368:1640,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1198:1257:1439:1467,20,11,19,aliman
868,가두기,ko,noun,/ka̠duɡi/,ɶuy,Fence,22:98:100:111:290:306:311:572:710:887:1098:1194:1217:1282,95:286:942:1381:1499:1602,615:629:635:696:737:823:825:827:838:1071:1075:1083:1126:1137:1152:1196:1224:1262:1263:1272:1297:1552:1613:1617:1649:1658,14,6,26,ama
869,aðgæta,is,adjective,/aðcaita/,ɶɶyɶ,caneen,88:141:253:485:716:862:1051:1300:1358:1360:1514:1518:1570,0:27:39:73:131:137:195:197:225:251:272:321:538:580:973:978:1128:1254:1497,621:633:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1284:1349:1472:1517:1616:1627:1660,13,19,27,aufia
870,brunasár,is,adjective,/prʏːnasauːr/,ʏɶɶu,scald,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,23:166:655:738,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,26,4,33,al
871,blaðamann,is,noun,/plaːðaman/,bɶɶɶm,journalist,8:76:94:138:228:281:282:302:376:382:398:417:454:465:524:724:798:983:1231:1503,12:456:526:984:1001:1013:1344,607:660:712:728:820:852:866:997:1036:1221:1222:1259:1261:1291:1630,20,7,15,afoniza
872,Adam,eo,noun,/adam/,ɶɶm,Adam,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,42:87:89:105:182:192:231:285:371:458:462:512:537:764,611:617:618:646:647:663:674:679:681:707:744:759:774:813:831:876:917:930:968:1107:1204:1239:1273:1313:1607:1624,20,14,26,auai
873,أراتيقي,ar,adjective,/ʔaraːtiːqijj/,ɶɶyy,Auratique,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:1043:1281:1356:1603,604:734:735:748:777:856:910:921:955:982:986:993:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,18,17,23,ʃipai
874,ＡＢ型,ja,noun,/eːbiːgata/,øyɶɶ,AB type,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,27,13,32,kiɡi
875,An Quảng Hữu,vi,noun,/aŋ˧˥ waŋ˧˩˨ hɯw˧˩˨/,ɶɶu,An Quang Huu,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209,23:166:655:738:870:1470,627:632:638:644:652:654:666:675:684:700:709:749:836:857:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,25,6,31,bu
876,affame,fr,noun,/afam/,ɶɶm,affam,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,42:87:89:105:182:192:231:285:371:458:462:512:537:764,611:617:618:646:647:663:674:679:681:707:744:759:774:813:831:872:917:930:968:1107:1204:1239:1273:1313:1361:1607:1624,20,14,27,to
877,bucium,ro,verb,/butʃ̩um/,uum,horn,144:211:237:379:510:1362,4:53:147:367:368:507:720,662:683:771:918:970:994:1080:1185:1248:1354,6,7,10,ka
878,أدبك,ar,noun,/ʔaddabaka/,ɶbɶɶɶ,Luxury,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,645:653:697:721:727:730:745:769:807:843:846:859:864:897:905:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,32,15,35,isajku
879,إماراتي,ar,noun,/ʔimaːraːtijj/,yɶɶy,Emirati,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1066:1216,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,599:624:626:732:750:763:783:817:858:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,23,18,41,atʃi
880,áp-ga-ni,vi,verb,/ap˦˥-ɣa˧˥-ni˧˥/,ɶɶy,Abrahed,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:1007:1024:1026:1066:1216,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,22,18,43,amenaʒa
881,丰腴,zh-cn,noun,/fɤŋ˥˥ y˧˥/,oy,Rich,149:169:187:347:391:547:548:568:581:904:1229:1532:1560,170:186:264:381:431:439:530:557:1513,705:903:1114:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,13,9,15,abai
882,babau,ro,adjective,/babaw/,ɶɶ,Babau,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,114:154:205:274:314:452:494:525:536:549:570:692:1511,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,16,13,20,italij
883,aglutina,ro,noun,/aɡlutina/,ɶbuyɶ,agglutinate,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,123:151:173:303:396:471:592:1193:1657,689:708:739:853:865:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,15,9,21,kabitaŋ
884,abu,id,noun,/abu/,ɶu,ash,103:152:202:261:341:407:459:468:488:492:493:533:555:564:952:1161:1311:1397,263:313:927:1112:1367:1393,619:639:642:658:923:953:1028:1063:1117:1171:1275:1350:1392:1399:1410:1476:1494:1534:1543:1550:1558:1562:1582:1608:1620:1622:1634:1647,18,6,28,amnika
885,알알이,ko,noun,/a̠ɾa̠ɾi/,ɶɶy,Ali,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:761:880:937:1007:1024:1026:1066:1216,17:34:68:128:153:157:244:250:332:339:353:358:403:416:544:788:1157,599:624:626:732:750:783:817:819:858:879:966:971:1015:1092:1108:1123:1131:1144:1178:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1547:1549:1579:1598,23,17,35,afua
886,가마아득히,ko,verb,/ka̠ma̠a̠dɯkçi/,ɶɶɶuy,Take,22:98:100:111:290:306:311:572:710:887:1098:1194:1217:1282,95:286:942:1381:1499:1602,615:629:635:696:737:823:825:827:838:1071:1075:1083:1126:1137:1152:1196:1224:1262:1263:1272:1297:1552:1613:1617:1649:1658,14,6,26,itij
887,anstataŭi,eo,verb,/anstataui/,ɶmbɶɶuy,replace,98:111:290:311:377:572:710:886:1098:1194:1282,95:286:942:1381:1499:1602,615:629:635:696:737:823:825:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1613:1617:1649:1654,11,6,28,bia
888,Cid,es,verb,/θið/,yb,Cid.,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:1188,372:390:404:443:448:519:593:924:1210,832:844:893:928:950:1174:1232:1251:1326:1347:1379:1407:1516:1536:1541,23,9,15,alodika
889,baba,id,noun,/baba/,ɶɶ,Baba,342:387:508:546:550:559:574:590:842,114:274:494:692:882:1432:1511,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,9,7,22,jau
890,iri,id,noun,/iri/,yy,envy,352:354:408:425:578:595:840:901,107:113:156:167:203:384:552:573:1423,688:691:833:949:1177:1276:1409:1448:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,8,9,18,kuno
891,밀가루,ko,noun,/miɭɡa̠ɾu/,yɶu,flour,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,70:126:212:235:334:483:1304:1454,600:605:606:612:637:704:726:751:791:794:804:808:855:860:936:979:992:998:1005:1034:1037:1069:1122:1135:1203:1343:1364:1373:1386:1530:1585:1599:1653,18,8,33,boi
892,babi,id,noun,/babi/,ɶy,pig,159:164:315:316:318:345:350:477:496:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:190:262:348:438:515:594:1116:1253,596:616:649:651:656:664:665:682:713:898:1031:1119:1166:1308:1322:1374:1376:1507:1531:1561:1567:1594:1596:1626:1628,19,9,25,musafi
893,trik,id,noun,/triʔ/,yb,Tricks,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,390:404:443:448:519:593:924:1210,832:844:950:1172:1174:1232:1251:1326:1338:1347:1379:1541,26,8,12,biʃas
894,こだま,ja,noun,/kodama/,oɶɶ,echo,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,200:258:284:296:741:941:945:969:1368:1640,643:701:736:760:781:810:814:849:931:1003:1150:1198:1257:1439:1467,22,10,15,biai
895,bono,eo,adjective,/bono/,oo,good,323:432:754:1059:1502,161:273:333:446:516,657:1160:1169:1310:1335:1339:1346:1387:1450:1577:1629,5,5,11,abikasi
896,mía,es,noun,/ˈmia/,yɶ,mine,388:444:518:531:1235,162:351:436:575:582:1228:1452:1573,699:1176:1321:1481:1542:1559:1578:1650,5,8,8,kaub
897,Akada,eo,noun,/akada/,ɶɶɶ,Akada,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,77:129:135:163:219:361:636:1018:1079:1623,645:653:697:721:727:730:745:769:807:846:859:864:878:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1101:1136:1189:1190:1280:1292:1456:1565,33,10,31,akapua
898,大地,zh-cn,noun,/ta˥˩ ti˥˩/,ɶy,Earth,159:164:315:316:318:345:350:475:477:496:528:554:585:834:1113:1115:1175:1332:1529:1595,108:190:262:348:392:426:438:498:515:558:594:1116:1253:1400,596:616:649:656:664:665:670:682:713:892:1031:1119:1308:1322:1374:1376:1455:1507:1561:1567:1594:1596:1626:1628:1631,20,14,25,atian
899,berbuai,id,noun,/bərbuai/,əuɶy,berbuai,325:848:1081:1127:1337:1412:1420,119:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,7,8,22,tiat
900,까타르,ko,noun,/k͈a̠tʰa̠ɾɯ/,ɶɶu,Catar,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,23:166:655:738:870:1470,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:915:965:976:1058:1156:1165:1271:1340:1441:1556:1619,26,6,27,biti
901,위시,ko,verb,/ɥiɕʰi/,yy,Wish,352:578:840,107:156:167:384:552:573:1423,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,3,7,17,bajam
902,bruñí,es,noun,/bɾuˈɲi/,uy,Bruñí,184:346:440:476:491:584:922:1167:1394:1606,168:344:499:551:563:1378:1405,610:641:1164:1320:1375:1406:1438:1520:1576:1592,10,7,10,kidaima
903,コーヒー,ja,noun,/koːçiː/,oy,coffee,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,170:186:264:381:431:439:530:557:1513,705:881:925:1114:1168:1314:1323:1369:1479:1512:1544,16,9,11,fuo
904,kodi,eo,verb,/kodi/,oy,codify,149:169:187:391:548:581:926:1033:1229:1252,170:186:264:431:439:530:557:1513,881:903:925:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,10,8,15,badui
905,prasarana,id,noun,/prasarana/,ɶɶɶɶ,infrastructure,5:11:15:97:109:115:133:146:171:176:179:214:259:270:308:326:328:373:453:799:824:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:163:233:265:361:423:636:1018:1079:1623,645:653:697:721:727:730:769:807:843:846:859:864:878:897:934:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1292:1317:1334:1456:1568,30,13,32,jamapi
906,afum,ro,noun,/afum/,ɶum,smoked,32:319:357:370:374:395:421:747:974:1124:1453:1611,18:66:172:193:204:245:255:256:299:393:520:543:1111,602:623:630:733:786:938:1020:1055:1246:1411:1569:1600,12,13,12,ama
907,buziaș,ro,adjective,/buzijaʃ/,uyɶ,BUZIASULUI,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,123:151:173:303:396:471:592:1193:1657,689:708:739:853:865:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,15,9,21,titan
908,bifurca,es,adjective,/bifuɾka/,yuɶ,bifurca.,45:55:248:497:571:1065:1283,174:217:961:1477:1614,628:676:690:762:773:1085:1183:1205:1206:1215:1220:1287:1402:1418:1466:1469:1484:1524:1644,7,5,19,kaidan
909,い段,ja,noun,/idaɴ/,yɶm,Staircase,31:280:765:912:1143,47:194:209:249:305:1493,609:631:634:746:932:956:1009:1014:1097:1199:1255:1327:1566:1605,5,6,14,kabi
910,가와사끼 시,ko,noun,/ka̠wa̠sʰa̠k͈i ɕʰi/,ɶɶɶyy,Kawasaki City,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,604:734:735:740:748:856:921:955:982:986:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,18,18,22,a
911,卖儿鬻女,zh-cn,verb,/maɪ˥˩ aɻ˧˥ y˥˩ ny˨˩˦/,ɶʏɶyy,Seller,19:25:58:140:181:208:222:242:327:359:796:1139:1380:1408:1429:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356,604:734:735:740:748:777:856:910:921:955:982:986:993:1038:1040:1041:1052:1130:1138:1151:1158:1242:1451:1480,16,17,24,sadʒa
912,一贯,zh-cn,verb,/i˧˥ kwan˥˩/,yɶm,consistent,31:280:765:1143,47:194:209:249:305:1493,609:631:634:909:932:956:1009:1014:1097:1199:1255:1327:1566:1605,4,6,14,bodi
913,abrud,ro,verb,/abrud/,ɶub,abrud,112:230:312:427:433:472:847:1504,49:118:175:180:199:218:275:364:1070:1179,702:767:944:962:967:985:1057:1309:1395:1652,8,10,10,ta
914,가각히,ko,noun,/ˈka̠ːɡa̠kçi/,ɶɶy,Stagger,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:761:880:937:1007:1024:1026:1066:1216,17:34:68:128:153:157:244:250:332:339:353:358:403:416:544:788:1157,599:624:626:732:750:783:817:819:858:879:966:971:1015:1092:1108:1123:1131:1144:1178:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1547:1549:1579:1598,23,17,35,aia
915,亚麻布,zh-cn,noun,/ja˥˩ ma˧˥ pu˥˩/,ɶɶu,Linen,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1209:1268,23:166:655:738:870:1470,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1593:1619,25,6,31,uni
916,abaluartaba,es,verb,/aβalwaɾtaβa/,ɶɶɶɶɶ,Abaluartaba,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:1355:1618,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079,645:653:697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,26,14,37,ipi
917,Abhang,de,noun,/ˈʔapˌhaŋ/,ɶɶm,slope,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,42:87:89:105:182:192:231:285:371:458:462:512:537:764,611:617:646:647:663:674:679:681:707:744:759:774:813:831:872:876:930:968:1107:1204:1239:1273:1361:1607:1624,20,14,25,bukʃan
918,Husum,de,noun,/ˈhuːzum/,uum,Husum,144:211:237:379:510:877:1362,4:53:147:367:368:507:720,662:683:771:970:994:1080:1185:1248:1354,7,7,9,budala
919,apologia,id,noun,/apologia/,ɶooyɶ,Apologia,132:241:309:1197:1306:1414:1415,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,671:693:784:863:1000:1039:1067:1213:1245:1269:1443:1474:1633:1646,7,17,14,i
920,brucita,es,verb,/bɾuθita/,uyɶ,brucita,24:75:134:229:335:363:369:413:467:567:822:1433:1461,123:151:173:303:396:471:592:907:1193:1657,689:708:739:853:865:883:975:1002:1008:1010:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,13,10,22,odiau
921,potajií,es,noun,/potaxiˈi/,oɶyy,potajií.,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,604:734:735:740:748:777:856:910:955:982:986:993:1038:1040:1041:1048:1052:1138:1151:1158:1242:1451:1480,18,18,23,boli
922,fumi,eo,verb,/fumi/,uy,smoke,184:476:491:584:1167:1394,168:344:499:551:563:1324:1378:1405,610:641:902:1164:1320:1375:1406:1438:1520:1576:1592,6,8,11,aba
923,paú,es,noun,/paˈu/,ɶu,pau,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1311,188:206:263:279:313:490:495:577:927:1393,619:639:642:658:829:884:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1399:1410:1476:1494:1534:1543:1550:1558:1562:1582:1608:1622:1634:1647,19,10,32,aku
924,griv,ro,adjective,/ɡriv/,yb,Griva,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,372:390:404:443:448:519:593,832:893:928:950:1172:1251:1326:1338:1347:1407:1516:1536:1541,26,7,13,ko
925,何许,zh-cn,noun,/xɤ˧˥ ɕy˨˩˦/,oy,Why,149:169:187:347:391:547:548:568:581:904:1229:1532:1560,170:186:264:381:431:439:530:557:1513,705:903:1114:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,13,9,15,aka
926,可以,zh-cn,verb,/kʰɤ˨˩˦ i˨˩˦/,oy,can,149:169:187:347:391:547:548:568:581:904:1229:1532:1560,170:186:264:381:431:439:530:557:1513,705:903:1114:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,13,9,15,ama
927,fagur,ro,adjective,/faɡur/,ɶu,comb,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1311:1397,188:206:263:279:313:490:495:577:1112:1367,619:639:642:658:829:884:923:948:1028:1030:1032:1117:1171:1275:1392:1396:1399:1410:1476:1534:1543:1550:1558:1582:1608:1620:1622:1647,20,10,28,ipi
928,bik,id,noun,/biʔ/,yb,Bik.,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,390:404:443:448:519:593:924:1210,832:844:950:1172:1174:1232:1251:1326:1338:1347:1379:1541,26,8,12,mi
929,diac,ro,noun,/diak/,yɶb,diac,40:61:83:191:545:589:845,38:257:300:394:478:1417:1583,757:779:806:1047:1202:1243:1427:1486:1492,7,7,9,kaku
930,가담,ko,noun,/ka̠da̠m/,ɶɶm,partisanship,29:56:96:143:196:215:283:295:429:474:522:811:1377:1496,42:89:182:192:285:371:512:764,611:618:646:647:674:679:707:744:759:774:813:831:872:876:917:1107:1204:1239:1273:1313:1361:1607:1624,14,8,23,bijama
931,buôn trâu bán chả,vi,noun,/buəŋ˧˥ ʈɤ̆w˧˥ baŋ˩˧ ca˧˩˨/,uəoɶɶ,buffalo,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,200:258:284:296:741:941:945:969:1293:1368:1640,643:686:701:736:781:809:810:849:894:1003:1022:1084:1150:1198:1257:1439:1467,22,11,17,kapitulaij
932,إبرام,ar,noun,/ʔibraːm/,yɶm,Conclusion,31:280:765:912:1143,47:194:209:249:305:1493,609:631:634:746:909:956:1009:1014:1097:1199:1255:1327:1566:1605,5,6,14,naju
933,ＩＮＡＨ,ja,noun,/aina/,ɶyɶ,Inah,88:141:253:716:1051:1300:1358:1360:1514:1518:1570:1587,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:978:1128:1254:1497,621:633:714:742:756:795:812:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1349:1472:1517:1616:1627:1660,12,20,25,tiusa
