,Word,Audio,Pronunciation,Predicted_Pronunciation,Result,Levenshtein
876,不渝,1167_0.wav,pu˥˩ y˧˥,puy,True,5
877,amenajarea,1456_0.wav,amenaʒarĕa,amenaʒa,False,3
878,ban chỉ huy,1242_0.wav,baŋ˧˥ ci˧˩˨ hwi˧˥,baŋiwi,True,11
879,갈비탕,1459_0.wav,ka̠ɭbitʰa̠ŋ,kabitaŋ,True,4
880,小儿麻痹,1500_0.wav,ɕjɑʊ˨˩˦ aɻ˧˥ ma˧˥ pi˥˩,jamapi,False,16
881,mengalahkan,465_0.wav,məŋalahkan,məŋalakan,True,1
882,hippy,1521_0.wav,hip̩i,ipi,True,2
883,ngũ gia bì,1241_0.wav,ŋu˧˩˨ ja˧˥ bi˦˨,ŋujabi,True,9
884,くさや,776_0.wav,kɯsaja,ksa,False,3
885,고리,187_0.wav,ko̞ɾi,koi,True,2
886,acadian,1279_0.wav,akadijan,akadjan,False,1
887,antidata,802_0.wav,ɑ̃tidata,atidata,False,2
888,시시,113_0.wav,ɕʰiɕʰi,i,False,5
889,アラン,647_0.wav,aɾaɴ,a,False,3
890,biti,1495_0.wav,biti,biti,True,0
891,berkilau,235_0.wav,bərkilau,bəkilau,True,1
892,ＡＳＣＩＩ,1297_0.wav,asɯkiː,aski,True,2
893,掃く,459_0.wav,hakɯ,ak,True,2
894,논하다,26_0.wav,no̞nɦa̠da̠,nonada,True,4
895,가리다,973_0.wav,ka̠ɾida̠,kaida,True,3
896,afasi,1227_0.wav,afas'iː,afas,False,3
897,neese,404_0.wav,ˈniz,niz,True,1
898,평가하다,11_0.wav,pʰjʌ̹ŋɡa̠ɦa̠da̠,pŋɡada,False,9
899,abai,1457_0.wav,abai,abai,True,0
900,bufaba,1103_0.wav,bufaβa,bifa,False,3
901,咯出,1399_0.wav,kʰa˨˩˦ ʈʂʰu˥˥,mau,False,11
902,kejahatan,524_0.wav,kədʒahatan,kədʒatan,False,2
903,기한,31_0.wav,kiɦa̠n,kian,True,2
904,아담,457_0.wav,a̠da̠m,adam,True,2
905,おみ,1655_0.wav,omi,omi,True,0
906,faun,1266_0.wav,faun,fan,False,1
907,alfavita,963_0.wav,alfavita,alfavita,True,0
908,많은,18_0.wav,ma̠nɯn,man,False,3
909,mumi,168_0.wav,mumi,mumi,True,0
910,إباحي,719_0.wav,ʔibaːħijj,ibaij,False,4
911,赫剌剌,849_0.wav,xɤ˥˩ la˥˩ la˥˩,lala,True,10
912,小川,686_0.wav,ogaɰᵝa,oa,False,4
913,아담,681_0.wav,a̠da̠m,adam,True,2
914,vomi,347_0.wav,vomi,vomi,True,0
915,bi-da-ma,1545_0.wav,bi˧˥-ja˧˥-ma˧˥,bijama,True,8
916,감독하다,85_0.wav,ka̠mdo̞kʰa̠da̠,kamdokada,True,5
917,teach,2_0.wav,ˈtitʃ,titʃ,True,1
918,aburrí,1649_0.wav,aβuˈri,aui,True,3
919,baniu,1393_0.wav,banju,banju,True,0
920,amar,1432_0.wav,amar,ama,True,1
921,MHÍ,1137_0.wav,ɛm hauː iː,mai,False,7
922,갸쿠,1543_0.wav,kja̠kʰu,kaku,False,3
923,일으키다,335_0.wav,iɾɯkçida̠,ikida,True,4
924,あさひ,858_0.wav,asaçi,asai,True,1
925,ĝoja,287_0.wav,d͡ʒoia,dʒoia,True,1
926,가위뛰기,778_0.wav,ka̠ɥit͈ɥiɡi,kaɥitɥiɡi,True,2
927,계속하다,21_0.wav,kje̞sʰo̞kʰa̠da̠,kjasokada,False,7
928,나팔,342_0.wav,na̠pʰa̠ɭ,napa,True,4
929,miniatur,334_0.wav,miniatur,miniatu,True,1
930,성공하다,399_0.wav,sʰʌ̹ŋɡo̞ŋɦa̠da̠,sŋɡoŋada,True,7
931,malĝoja,64_0.wav,mald͡ʒoia,maldʒoia,True,1
932,가타와쿠,1027_0.wav,ka̠tʰa̠wa̠kʰu,kataku,False,7
933,書く,564_0.wav,kakɯ,kak,True,1
934,bangun,630_0.wav,baŋun,baŋun,True,0
935,솔기,391_0.wav,sʰo̞ɭɡi,soɡi,True,3
936,曲がった,326_0.wav,magatːa,mata,False,3
937,무른,211_0.wav,muɾɯn,bun,False,3
938,구기다,853_0.wav,kuɡida̠,kuida,False,2
939,푸른,368_0.wav,pʰuɾɯn,pun,True,3
940,sinh kí thác quy,987_0.wav,ʂin˧˥ ki˩˧ tʰak˦˥ wi˧˥,iŋitakwi,False,15
941,adibusana,815_0.wav,adibusana,adibusana,True,0
942,あさ飯,728_0.wav,asahaɴ,asa,False,3
943,rappakalja,1079_0.wav,²r'apːakalːja,apakalja,True,5
944,敬う,216_0.wav,ɯjamaɯ,ama,False,3
945,mengakui,98_0.wav,məŋakui,məŋakui,True,0
946,사망,542_0.wav,sʰa̠ma̠ŋ,samaŋ,True,3
947,무늬,551_0.wav,muni,muni,True,0
948,아슬,488_0.wav,a̠sʰɯɭ,as,True,4
949,ああん,1624_0.wav,aaɴ,a,False,2
950,경고하다,304_0.wav,kjʌ̹ŋɡo̞ɦa̠da̠,kŋoada,False,8
951,diafana,1100_0.wav,diafana,diafana,True,0
952,sinaí,935_0.wav,siːnai,sinai,True,1
953,atún,974_0.wav,aˈtun,aun,False,2
954,papaiani,1579_0.wav,papajani,papajani,True,0
955,榻榻米,750_0.wav,tʰa˥˩ tʰa˥˩ mi˨˩˦,tatami,True,11
956,caminiti,1105_0.wav,kɑmiˈniti,knini,False,5
957,bali,1400_0.wav,bali,bali,True,0
958,إبيض,1473_0.wav,ibjadˤˤa,bia,False,6
959,cantaragiu,1207_0.wav,kantaradʒiw,pantadʒiw,False,3
960,hears,185_0.wav,ˈhiɹz,iz,True,3
961,memakai,380_0.wav,məmakai,məmakai,True,0
962,흥분하다,1_0.wav,xɯŋbunɦa̠da̠,ŋbunada,True,5
963,기기,1448_0.wav,kiɡi,kiɡi,True,0
964,a-ba-toa,721_0.wav,a˧˥-ba˧˥-twa˧˥,abatwa,True,8
965,bucșani,1523_0.wav,bukʃanʲ,bukʃan,True,1
966,嘴,678_0.wav,kɯtɕibaɕi,ktibai,True,3
967,bégonia,1372_0.wav,begonia,bəonia,False,2
968,드라이기,993_0.wav,tɯɾa̠iɡi,taiɡi,True,3
969,forto,322_0.wav,forto,foto,True,1
970,duri,584_0.wav,duri,dui,True,1
971,aci,1455_0.wav,atʃi,atʃi,True,0
972,fatala,30_0.wav,fatala,fatala,True,0
973,matang,42_0.wav,mataŋ,mataŋ,True,0
974,anstataŭi,887_0.wav,anstataui,ansataui,False,1
975,bichasse,1486_0.wav,biʃas,biʃas,True,0
976,가구,533_0.wav,ka̠ɡu,kaɡu,True,1
977,banala,423_0.wav,banala,banala,True,0
978,abajur,1058_0.wav,abaʒur,abaʒu,True,1
979,rapida,321_0.wav,rapida,apida,True,1
980,가갸날,1090_0.wav,ka̠ɡja̠na̠ɭ,kaɡana,False,5
981,나팔수,1593_0.wav,na̠pʰa̠ɭsʰu,napas,False,6
982,웃음,144_0.wav,usʰɯm,sm,False,3
983,薄暗い,165_0.wav,ɯsɯgɯɾai,sai,True,5
984,fali,496_0.wav,fali,fali,True,0
985,bifa,1578_0.wav,bifa,bifa,True,0
986,miar,1573_0.wav,mijar,bmia,False,3
987,biri-biri,793_0.wav,biri-biri,bibi,False,5
988,大厦,1515_0.wav,ta˥˩ ʂa˥˩,ta,False,7
989,artificii,1584_0.wav,artifitʃij,atifitʃi,False,2
990,cejana,1110_0.wav,t͡seiana,tseiana,True,1
991,badari,1426_0.wav,badari,badai,True,1
992,ＤＩ,1487_0.wav,deiːai,biai,False,3
993,baháí,1092_0.wav,paːhaji,pai,False,4
994,saĝa,1511_0.wav,sad͡ʒa,sadʒa,True,1
995,cuadrumana,1303_0.wav,kwaðɾumana,kaumana,False,3
996,変わる,142_0.wav,kaɰᵝaɾɯ,a,False,6
997,abajaba,1623_0.wav,aβaxaβa,a,False,6
998,马褂,1648_0.wav,ma˨˩˦ kwa˥˩,makwa,True,6
999,HHÍ,1071_0.wav,hauː hauː iː,ai,False,10
