,request_word,request_lang,request_pos,request_ipa,request_ipa_formatted,request_word_en,response_word,response_lang,response_pos,response_ipa,response_ipa_formatted,response_word_en
1284,違う,ja,verb,/tagaɯ/,pɶbɶu,Wrong,erbașu,ro,noun,/erbaʃu/,ørbɶu,Erbaşu.
1285,mizero,eo,adjective,/mizero/,myβøro,misery,種本,ja,noun,/tanehoɴ/,pɶmøro,Species
1286,聊天,zh-cn,verb,/ljɑʊ˧˥ tʰjɛn˥˥/,lɒʊpœm,to chat with,깽깽,ko,noun,/k͈ɛ̝ŋk͈ɛ̝ŋ/,pœmpœm,Poker
1287,주석,ko,adjective,/t͡ɕusʰʌ̹k̚/,pϕuϕɔp,Remark,Komfort,de,noun,/ˈkɔmfɔɾt/,pɔmϕɔp,Comfort
1288,kencang,id,adjective,/kəntʃaŋ/,pəmpɶm,Fast,absprang,de,verb,/ˈʔapˌʃpɾaŋ/,bɶppɶm,rebound
1289,형성,ko,verb,/çjʌ̹ŋsʰʌ̹ŋ/,ɔmϕɔm,formation,birdsong,en,adjective,/ˈbɝdˌsɔŋ/,bbϕɔm,birdsong
1290,전초,ko,adjective,/t͡ɕʌ̹nt͡ɕʰo̞/,pϕɔmpϕo,outpost,asfixió,es,verb,/asfiˈksjo/,ɶϕϕypϕo,Asphyxió
1291,unite,en,verb,/ˈjuˌnaɪt/,umɶʏp,unite,Bescheid,de,noun,/bəˈʃaɪt/,bəɶʏp,Decision
1292,团结,zh-cn,verb,/tʰwan˧˥ tɕjɛ˧˥/,prɶmpϕœ,Unity,whitesel,en,noun,/ˈhwaɪtˌsɛɫ/,rrɶʏpϕœ,whitesel
1293,bersatu,id,verb,/bərsatu/,bərϕɶpu,unite,bărbatu,ro,adjective,/bərbatu/,bərbɶpu,husband
1294,spoke,en,verb,/ˈspoʊk/,ϕpoʊp,spoke,Hauruck,de,noun,/ˈhaoɾʊk/,rɶoʊp,Hauruck
1295,berbicara,id,verb,/bərbitʃara/,bərbypɶrɶ,Speaking,acumularea,ro,noun,/akumularĕa/,ɶpumulɶrɶ,Impoundment
1296,taruh,id,verb,/taruh/,pɶrur,Put it,buhur,ro,noun,/buhur/,burur,Buhur
1297,훔치다,ko,verb,/ɸʷumt͡ɕʰida̠/,umpϕybɶ,steal,たまり場,ja,noun,/tamaɾiba/,pɶmɶybɶ,Palm
1298,모양,ko,verb,/mo̞ja̠ŋ/,moɶm,shape,ahogan,es,verb,/aoɣan/,ɶoɶm,Ahogan
1299,batin,id,adjective,/batin/,bɶpym,inner,albertine,en,noun,/ˈæɫbɝˌtin/,æbpym,albertine
1300,꽃잎,ko,adjective,/k͈o̞nnip̚/,pommyp,petal,aconit,ro,verb,/akonit/,ɶpomyp,Acon
1301,petal,en,adjective,/ˈpɛtəɫ/,pœpə,petal,ächte,de,verb,/ˈʔɛçtə/,bœpə,owe
1302,doble,en,adjective,/ˈdoʊbəɫ/,boʊbə,doble,Haube,de,noun,/ˈhaʊ̯bə/,rɶʊbə,Hood
1303,tinggal,id,verb,/tiŋgal/,pymbɶl,Live,caudal,ro,noun,/kaudal/,pɶubɶl,caudal
1304,租金,zh-cn,verb,/tsu˥˥ tɕɪn˥˥/,pϕupϕʏm,rent,accessing,en,verb,/ˈækˌsɛsɪŋ/,æpϕœϕʏm,accessing
1305,貸し切り,ja,verb,/kaɕikiɾi/,pɶϕypyy,Lending,너비뛰기,ko,noun,/nʌ̹bit͈ɥiɡi/,mɔbypyy,Width
1306,마우스,ko,verb,/ma̠usʰɯ/,mɶuϕu,mouse,不舒服,zh-cn,verb,/pu˥˩ ʂu˥˥ fu˧/,puuϕu,Uncomfortable
1307,lexis,en,verb,/ˈɫɛksɪs/,œpϕʏϕ,lexis,Saphirs,de,noun,/ˈzafɪɾs/,βɶϕʏϕ,Sapphire
1308,冻结,zh-cn,verb,/tʊŋ˥˩ tɕjɛ˧˥/,pʊmpϕœ,freeze,가게채,ko,noun,/ˈka̠ːɡe̞t͡ɕʰɛ̝/,pɶøpϕœ,Fee
1309,membeku,id,verb,/məmbəku/,məmbəpu,freeze,bărbătuș,ro,noun,/bərbətuʃ/,bərbəpu,buck
1310,erfrieren,de,verb,/ʔɛːɐfˈɾiːɾen/,bœɐϕyøm,freeze,recviem,ro,noun,/rekvijem/,røpβyøm,requiem
1311,냉동,ko,verb,/nɛ̝ŋdo̞ŋ/,mœmbom,frozen,baldón,es,noun,/baˈldon/,bɶlbom,reproach
1312,재료,ko,verb,/t͡ɕɛ̝ɾjo/,pϕœo,material,接着,zh-cn,,/tɕjɛ˥˥ ʈʂɤ˧/,pϕœo,then
1313,mangy,en,adjective,/ˈmeɪndʒi/,møʏmby,mangy,afundiș,ro,noun,/afundiʃ/,ɶϕumby,deep
1314,berkudis,id,adjective,/bərkudis/,bərpubyϕ,mangy,difundís,es,verb,/difunˈdis/,byϕumbyϕ,dissemination
1315,menggoda,id,verb,/məŋgoda/,məmbobɶ,teasing,anapoda,ro,noun,/anapoda/,ɶmɶpobɶ,wrongheaded
1316,sendawa,id,verb,/səndawa/,ϕəmbɶrɶ,Sendawa,acatarra,es,noun,/akatara/,ɶpɶpɶrɶ,ACCATRATE.
1317,엉터리,ko,adjective,/ʌ̹ŋtʰʌ̹ɾi/,ɔmpɔy,nonsense,alatorre,en,noun,/ɑɫɑˈtɔɹi/,ɒɒpɔy,alatorre
1318,jinks,en,verb,/ˈdʒɪŋks/,bʏmpϕ,jinks,Amts,de,noun,/ˈʔamts/,bɶmpϕ,Office
1319,芳香,zh-cn,verb,/fɑŋ˥˥ ɕjɑŋ˥˥/,ϕɒmϕɒm,aromatic,Wolfram,de,noun,/ˈvɔlfɾɑm/,βɔlϕɒm,tungsten
1320,둥이,ko,verb,/tuŋi/,pumy,Round,Uni,de,noun,/ˈʔuːni/,bumy,University
1321,terumbu,id,verb,/tərumbu/,pərumbu,Reefs,교통부,ko,noun,/kjotʰo̞ŋbu/,popombu,Traffic
1322,암초,ko,verb,/a̠mt͡ɕʰo̞/,ɶmpϕo,reef,ぎっちょ,ja,noun,/gitɕːo/,bypϕo,Tight
1323,dicey,en,verb,/ˈdaɪsi/,bɶʏϕy,dicey,内需,zh-cn,noun,/neɪ˥˩ ɕy˥˥/,møʏϕy,Domestic demand
1324,dicky,en,adjective,/ˈdɪki/,bʏpy,dicky,City,de,noun,/ˈsɪti/,ϕʏpy,City
1325,frown,en,verb,/ˈfɹaʊn/,ϕɶʊm,frown,Augen,de,noun,/ˈʔaʊ̯ɡŋ̩/,bɶʊm,eyes
1326,mengerut,id,verb,/məŋərut/,məmərup,Chronic,chifiriuc,ro,noun,/kʲ̩ifirjuk/,pyϕyrup,chiffiriuc
1327,sulkigi,eo,verb,/sulkigi/,ϕulpyby,srown,covrigii,ro,noun,/kovridʒij/,poβryby,bagels
1328,kuda,id,verb,/kuda/,pubɶ,horse,ようが,ja,noun,/joɯga/,oubɶ,Like
1329,picks,en,verb,/ˈpɪks/,pʏpϕ,picks,Dirks,de,noun,/ˈdɪɾks/,bʏpϕ,Dirks
1330,挑选,zh-cn,verb,/tʰjɑʊ˥˥ ɕɥœn˨˩˦/,pɒʊϕœm,Choose,Boxern,de,noun,/ˈboːksɛɾn/,bopϕœm,Box
1331,광휘,ko,verb,/kwa̠ŋɦɥi/,prɶmy,sheen,Bigamie,de,noun,/ˌbiɡaˈmiː/,byɶmy,bigamy
1332,lezat,id,adjective,/ləzat/,ləβɶp,delicious,아작,ko,noun,/a̠d͡ʑa̠k̚/,ɶbβɶp,A woman
1333,yummy,en,adjective,/ˈjəmi/,əmy,yummy,任意,zh-cn,noun,/ʐən˥˩ i˥˩/,əmy,Arbitrary
1334,아내,ko,adjective,/a̠nɛ̝/,ɶmœ,wife,产业,zh-cn,noun,/ʈʂʰan˨˩˦ jɛ˥˩/,ɶmœ,industry
1335,edzino,eo,adjective,/ed͡zino/,øbβymo,Spouse,いっせいの,ja,noun,/isːeino/,yϕøymo,Given
1336,absolvieren,de,verb,/ˈʔapzɔlˈviːɾen/,bɶpβɔlβyøm,graduate,arrepanchiguen,es,verb,/arepaɲtʃiɣen/,ɶrøpɶmpyøm,Arrapante
1337,틈새,ko,adjective,/tʰɯmsʰɛ̝/,pumϕœ,gap,Lehnsherr,de,noun,/ˈlensɛɾɾ/,lømϕœ,Lord
1338,pudgy,en,adjective,/ˈpədʒi/,pəby,pudgy,kedi,id,noun,/kədi/,pəby,Kedi
1339,tembam,id,adjective,/təmbam/,pəmbɶm,Together,가가방,ko,noun,/ˈka̠ːɡa̠ba̠ŋ/,pɶɶbɶm,Cagna-room
1340,frohlocken,de,verb,/ˈfɾolɔkən/,ϕolɔpəm,wear,abduction,en,noun,/æbˈdəkʃən/,æbbəpəm,abduction
1341,痛い,ja,adjective,/itai/,ypɶy,painful,로타리,ko,noun,/ɾo̞tʰa̠ɾi/,opɶy,Rotary
1342,伤害,zh-cn,verb,/ʂɑŋ˥˥ xaɪ˥˩/,ɒmϕɶʏ,hurt,basye,en,noun,/ˈbæsaɪ/,bæϕɶʏ,basye
1343,아프다,ko,verb,/a̠pʰɯda̠/,ɶpubɶ,pain,asuda,ro,noun,/asuda/,ɶϕubɶ,To weld
1344,sakit,id,verb,/sakit/,ϕɶpyp,sick,Abrieb,de,noun,/ˈʔapˌɾiːp/,bɶpyp,Abrasion
1345,hurts,en,verb,/ˈhɝts/,rpϕ,hurts,Hz,de,noun,/ˈhts/,rpϕ,Hz
1346,jurang,id,adjective,/dʒuraŋ/,burɶm,A ravine,一贯,zh-cn,verb,/i˧˥ kwan˥˩/,yprɶm,consistent
1347,terbang,id,adjective,/tərbaŋ/,pərbɶm,fly,Andrang,de,noun,/ˈʔanˌdɾaŋ/,bɶmbɶm,Crowd
1348,덥다,ko,adjective,/tʌ̹p̚t͈a̠/,pɔppɶ,hot,arkta,eo,noun,/arkta/,ɶrppɶ,Arctic
1349,geflogen,de,verb,/gəˈfloːgən/,bəϕlobəm,flown,beholden,en,verb,/bɪˈhoʊɫdən/,bʏroʊbəm,beholden
1350,逃避,zh-cn,verb,/tʰɑʊ˧˥ pi˥˩/,pɒʊpy,escape,bouchie,en,adjective,/ˈbaʊtʃi/,bɶʊpy,bouchie
1351,전리품,ko,verb,/t͡ɕʌ̹ɭʎipʰum/,pϕɔlypum,booty,saskatoon,en,noun,/ˈsæskəˌtun/,ϕæϕpəpum,saskatoon
1352,berjarak,id,verb,/bərdʒaraʔ/,bərbɶrɶb,run away,centigrad,ro,noun,/tʃentiɡrad/,pømpyrɶb,centigrade
1353,nea,eo,adjective,/nea/,møɶ,ne,メーラ,ja,noun,/meːɾa/,møɶ,Mailer
1354,독소,ko,verb,/to̞ks͈o̞/,popϕo,toxin,boțog,ro,noun,/botsoɡ/,bopϕo,Botog
1355,틈,ko,adjective,/tʰɯm/,pum,aperture,ciung,ro,adjective,/tʃ̩unɡ/,pum,crippled
1356,暮らす,ja,verb,/kɯɾasɯ/,puɶϕu,live,과수,ko,noun,/kwa̠sʰu/,prɶϕu,fruit tree
1357,think,en,verb,/ˈθɪŋk/,ϕʏmp,think,dringt,de,verb,/ˈdɾɪŋt/,bʏmp,penetration
1358,berpikir,id,verb,/bərpikir/,bərpypyr,think,bumbeștijiu,ro,adjective,/bumbeʃtʲʒiw/,bumbøpyr,Bumbestijau
1359,kerajaan,id,adjective,/kəradʒaʔan/,pərɶbɶbɶm,kingdom,가담가담,ko,noun,/ka̠da̠mɡa̠da̠m/,pɶbɶmɶbɶm,Gamam Gamam
1360,senapan,id,verb,/sənapan/,ϕəmɶpɶm,gun,african,ro,adjective,/afrikan/,ɶϕrypɶm,African
1361,소총,ko,verb,/sʰo̞t͡ɕʰo̞ŋ/,ϕopϕom,rifle,abazón,es,noun,/aβaˈθon/,ɶβɶϕom,pouch
1362,疑う,ja,verb,/ɯtagaɯ/,upɶbɶu,doubt,morgaŭ,eo,noun,/morgau/,morbɶu,tomorrow
1363,기사,ko,adjective,/kisʰa̠/,pyϕɶ,Article,misa,id,noun,/misa/,myϕɶ,mass
1364,tongkang,id,verb,/toŋkaŋ/,pompɶm,barge,abarcan,es,verb,/aβaɾkan/,ɶβɶpɶm,ABARCAN.
1365,barĝo,eo,verb,/bard͡ʒo/,bɶrbo,barge,kargo,id,noun,/kargo/,pɶrbo,cargo
1366,tilde,en,verb,/ˈtɪɫdə/,pʏbə,tilde,Bürde,de,noun,/ˈbʏɾdə/,bʏbə,burden
1367,menghitung,id,verb,/məŋhituŋ/,məmrypum,calculate,factotum,ro,adjective,/faktotum/,ϕɶppopum,factotum
1368,artsy,en,adjective,/ˈɑɹtˈsi/,ɒpϕy,artsy,iții,ro,noun,/itsij/,ypϕy,dichlorofluoromethylthio
1369,berseni,id,adjective,/bərsəni/,bərϕəmy,Establish,cumpăni,ro,noun,/kumpəni/,pumpəmy,ponder
1370,ĉirkaŭ,eo,adjective,/t͡ʃirkau/,pyrpɶu,around,baktau,id,noun,/baʔtau/,bɶbpɶu,Bactau
1371,sekitar,id,adjective,/səkitar/,ϕəpypɶr,around,anticar,ro,noun,/antikar/,ɶmpypɶr,antiquarian
1372,skype,en,adjective,/ˈskaɪp/,ϕpɶʏp,skype,Bescheid,de,noun,/bəˈʃaɪt/,bəɶʏp,Decision
1373,kuku,id,adjective,/kuku/,pupu,nail,buciu,ro,noun,/butʃ̩u/,bupu,Buciu
1374,hoofs,en,adjective,/ˈhufs/,ruϕϕ,hoofs,Buchs,de,noun,/buːχs/,buϕϕ,Book
1375,ŝtormo,eo,adjective,/ʃtormo/,pormo,Storm,giorno,ro,noun,/dʒ̩orno/,bormo,giorno
1376,menghasilkan,id,verb,/məŋhasilkan/,məmrɶϕylpɶm,produce,갈팡질팡,ko,verb,/ka̠ɭpʰa̠ŋd͡ʑiɭpʰa̠ŋ/,pɶpɶmbβypɶm,Gonggi fung
1377,흑백,ko,verb,/xɯk̚p͈ɛ̝k̚/,ϕuppœp,Gray-scale,aerotech,en,adjective,/ˈɛɹoʊˌtɛk/,œoʊpœp,aerotech
1378,疲れた,ja,verb,/tsɯkaɾeta/,pϕupɶøpɶ,I'm exhausted,헤비메탈,ko,noun,/he̞bime̞tʰa̠ɭ/,røbymøpɶ,Heavy Metal
1379,근거리,ko,verb,/kɯnɡʌ̹ɾi/,pumɔy,Near,kumouri,en,noun,/ˌkuˈmɔɹi/,pumɔy,kumouri
1380,batin,id,adjective,/batin/,bɶpym,inner,alpin,ro,adjective,/alpin/,ɶlpym,Alpine
1381,나귀,ko,adjective,/na̠ɡɥi/,mɶy,ass,Marie,de,noun,/maˈʀiː/,mɶy,Marie
1382,keledai,id,adjective,/kələdai/,pələbɶy,donkey,１０代,ja,noun,/dʑɯɯdai/,bβuubɶy,Teen
1383,난국,ko,adjective,/na̠nɡuk̚/,mɶmup,crisis,commute,en,noun,/kəmˈjut/,pəmup,commute
1384,노비,ko,adjective,/no̞bi/,moby,Novi,dodii,ro,noun,/dodij/,boby,tongues
1385,똥,ko,adjective,/t͈o̞ŋ/,pom,shit,con,ro,noun,/kon/,pom,cone
1386,klopfen,de,verb,/ˈklɔpfən/,plɔpϕəm,beat,勤奋,zh-cn,noun,/tɕʰɪn˧˥ fən˥˩/,pϕʏmϕəm,diligent
1387,rivalo,eo,adjective,/rivalo/,ryβɶlo,rival,abrigarlo,es,verb,/aβɾiɣaɾlo/,ɶβyɶlo,Hold it
1388,saingan,id,adjective,/saiŋan/,ϕɶymɶm,rival,abanan,es,verb,/aβanan/,ɶβɶmɶm,ABANAN.
1389,butik,id,adjective,/butiʔ/,bupyb,Boutique,airspeed,en,verb,/ˈɛɹˌspid/,œϕpyb,airspeed
1390,menabur,id,verb,/mənabur/,məmɶbur,sow,acorduri,ro,noun,/akordurʲ/,ɶporbur,agreements
1391,gesät,de,verb,/gəˈzɛːt/,bəβœp,sown,bezek,en,noun,/ˈbɛzɛk/,bœβœp,bezek
1392,허용하다,ko,verb,/hʌ̹joŋɦa̠da̠/,rɔomɶbɶ,permit,lambada,ro,noun,/lambada/,lɶmbɶbɶ,Lambada
1393,允许,zh-cn,verb,/yn˨˩˦ ɕy˨˩˦/,ymϕy,allow,amphorae,en,noun,/ˈæmfɝˌi/,æmϕy,amphorae
1394,mengizinkan,id,verb,/məŋizinkan/,məmyβympɶm,allow,chibulcutean,ro,adjective,/kʲ̩ibulkutĕan/,pybulpupɶm,Chibulutean
1395,ermöglichen,de,verb,/ʔɛːɐˈmøːklɪçən/,bœɐmøplʏəm,enable,倒不开身,zh-cn,verb,/tɑʊ˨˩˦ pu˧ kʰaɪ˥˥ ʂən˥˥/,pɒʊpupɶʏəm,Do not open
1396,diberikan,id,verb,/dibərikan/,bybərypɶm,given,bucureștean,ro,adjective,/bukureʃtĕan/,bupurøpɶm,Bucharester
1397,given,en,verb,/ˈɡɪvən/,ʏβəm,given,gären,de,verb,/ˈɡɛːʁən/,œβəm,ferment
1398,给予,zh-cn,verb,/tɕi˨˩˦ y˨˩˦/,pϕyy,give,예시위,ko,adjective,/je̞ɕʰiɥi/,øϕyy,Exemplary
1399,多云,zh-cn,verb,/tuɔ˥˥ yn˧˥/,puɔym,partly cloudy,고려인,ko,verb,/ko̞ɾjʌ̹in/,poɔym,Goryeo
1400,gempa,id,verb,/gəmpa/,bəmpɶ,Earthquake,bunta,eo,noun,/bunta/,bumpɶ,Bunta
1401,果酱,zh-cn,verb,/kuɔ˨˩˦ tɕjɑŋ˥˩/,puɔpϕɒm,jam,antiphon,en,noun,/ˈæntəˌfɑn/,æmpəϕɒm,antiphon
1402,露骨,ja,adjective,/ɾokotsɯ/,opopϕu,Exposure,entfuhr,de,verb,/ʔɛntˈfuɾ/,bœmpϕu,declare
1403,거미,ko,adjective,/kʌ̹mi/,pɔmy,Spider,barany,en,noun,/bɝˈɔni/,bɔmy,barany
1404,dämpfen,de,verb,/ˈdɛmpfən/,bœmpϕəm,dampen,adamson,en,noun,/ˈædəmsən/,æbəmϕəm,adamson
1405,ストイック,ja,adjective,/sɯtoikːɯ/,ϕupoypu,stoic,edificiu,ro,noun,/edifitʃ̩u/,øbyϕypu,edifice
1406,kelps,en,verb,/ˈkɛɫps/,pœpϕ,kelps,Drecks,de,noun,/ˈdɾɛks/,bœpϕ,Bastard
1407,溺爱,zh-cn,verb,/ni˥˩ aɪ˥˩/,myɶʏ,spoil,seelye,en,verb,/ˈsiˌɫaɪ/,ϕyɶʏ,seelye
1408,dotiert,de,verb,/doˈtiːɾt/,bopyp,doped,걸핏,ko,noun,/kʌ̹ɭpʰit̚/,pɔpyp,Gun
1409,elsen,en,verb,/ˈɛɫsən/,œϕəm,elsen,Aachen,de,noun,/ˈaːχən/,ɶϕəm,Aachen
1410,torso,eo,verb,/torso/,porϕo,torso,barso,id,noun,/barso/,bɶrϕo,Barso.
1411,馅饼,zh-cn,verb,/ɕjɛn˥˩ pɪŋ˨˩˦/,ϕœmpʏm,pie,Baltin,de,noun,/ˈbaltɪn/,bɶlpʏm,Baltin
1412,착용,ko,verb,/t͡ɕʰa̠ɡjoŋ/,pϕɶom,Wearing,abaron,es,verb,/aβaɾon/,ɶβɶom,Abroon.
1413,trägt,de,verb,/tʁɛːkt/,pβœpp,wearing,adept,en,adjective,/əˈdɛpt/,əbœpp,adept
1414,磨损,zh-cn,verb,/mɔ˧˥ suən˨˩˦/,mɔϕuəm,Wear,diffusion,en,noun,/dɪfˈjuʒən/,bʏϕuəm,diffusion
1415,wears,en,verb,/ˈwɛɹz/,rœβ,wears,Herr,de,noun,/hɛʁ/,rœβ,Mr
1416,spunk,en,adjective,/ˈspəŋk/,ϕpəmp,spunk,tuend,de,,/ˈtuːənt/,puəmp,tuing
1417,keberanian,id,adjective,/kəbəranian/,pəbərɶmyɶm,bravery,망국지한,ko,verb,/ma̠ŋɡuk̚t͡ɕ͈iɦa̠n/,mɶmuppϕyɶm,Wanted
1418,정액,ko,adjective,/t͡ɕʌ̹ŋɛ̝k̚/,pϕɔmœp,semen,annäht,de,verb,/ˈʔanˌnɛt/,bɶmmœp,approximate
1419,並ぶ,ja,verb,/naɾabɯ/,mɶɶbu,line up,prabu,id,noun,/prabu/,prɶbu,Prabu.
1420,짓다,ko,verb,/t͡ɕit̚t͈a̠/,pϕyppɶ,build,abrupta,es,verb,/aβɾupta/,ɶβuppɶ,ABRUPTA.
1421,멈추다,ko,verb,/mʌ̹mt͡ɕʰuda̠/,mɔmpϕubɶ,Stop,altfluga,eo,noun,/altfluga/,ɶlpϕlubɶ,high-speed
1422,획득,ko,adjective,/hø̞k̚t͈ɯk̚/,røppup,acheive,abătut,ro,verb,/abətut/,ɶbəpup,dispirited
1423,耕,zh-cn,verb,/kɤŋ˥˥/,pom,Plow,pión,es,noun,/ˈpjon/,pom,Pion
1424,誓う,ja,verb,/tɕikaɯ/,pϕypɶu,swear,baktau,id,noun,/baʔtau/,bɶbpɶu,Bactau
1425,맹세하다,ko,verb,/mɛ̝ŋsʰe̞ɦa̠da̠/,mœmϕøɶbɶ,make an oath,ましなんだ,ja,adjective,/maɕinaɴda/,mɶϕymɶbɶ,I'm sorry
1426,묘지,ko,adjective,/mjod͡ʑi/,mobβy,Cemetry,２時,ja,noun,/nidʑi/,mybβy,2 o'clock
1427,초점,ko,verb,/t͡ɕʰo̞d͡ʑʌ̹m/,pϕobβɔm,focus,monzon,en,verb,/moʊnˈzɔn/,moʊmβɔm,monzon
1428,clump,en,verb,/ˈkɫəmp/,pəmp,clump,Bernd,de,noun,/bəˈɾnt/,bəmp,Bernd
1429,rumpun,id,verb,/rumpun/,rumpum,Rumpun,cloakroom,en,noun,/ˈkɫoʊˌkɹum/,poʊpum,cloakroom
1430,구멍,ko,adjective,/kumʌ̹ŋ/,pumɔm,hole,chamlong,en,noun,/ˈtʃæmˌɫɔŋ/,pæmɔm,chamlong
1431,dosiert,de,verb,/doˈziːɾt/,boβyp,dosed,navarrete,en,noun,/ˈnævɝˌit/,mæβyp,navarrete
1432,dosis,id,verb,/dosis/,boϕyϕ,dose,axis,ro,noun,/aksis/,ɶpϕyϕ,Axis
1433,Biblio,eo,adjective,/biblio/,byblyo,Bible,천리교,ko,noun,/t͡ɕʰʌ̹ɭʎiɡjo/,pϕɔlyo,Church
1434,성경,ko,adjective,/sʰʌ̹ŋɡjʌ̹ŋ/,ϕɔmɔm,Bible,chamlong,en,noun,/ˈtʃæmˌɫɔŋ/,pæmɔm,chamlong
1435,bible,en,adjective,/ˈbaɪbəɫ/,bɶʏbə,bible,beide,de,noun,/ˈbaɪ̯.də/,bɶʏbə,both
1436,사용,ko,verb,/sʰa̠joŋ/,ϕɶom,use,agriaron,es,verb,/aɣɾjaɾon/,ɶɶom,Agrian
1437,menggunakan,id,verb,/məŋgunakan/,məmbumɶpɶm,use,chibulcutean,ro,adjective,/kʲ̩ibulkutĕan/,pybulpupɶm,Chibulutean
1438,benutzen,de,verb,/bəˈnʊtsən/,bəmʊpϕəm,to use,înghețăm,ro,adjective,/ɨngʲ̩etsəm/,ʉmbøpϕəm,freeze
1439,uzi,eo,verb,/uzi/,uβy,to use,urdí,es,adjective,/uˈɾði/,uβy,urgent
1440,飾る,ja,verb,/kazaɾɯ/,pɶβɶu,decorate,야자유,ko,noun,/ja̠d͡ʑa̠ju/,ɶbβɶu,Palm oil
1441,schmücken,de,verb,/ˈʃmʏkŋ̩/,mʏpm,decorate,aigner,en,adjective,/ˈeɪknɝ/,øʏpm,aigner
1442,꾸미다,ko,adjective,/k͈umida̠/,pumybɶ,decorate,colibaș,ro,verb,/kolibaʃ/,polybɶ,Colibaş
1443,装饰,zh-cn,verb,/ʈʂwɑŋ˥˥ ʂɚ˥˩/,rɒm,decoration,guam,en,noun,/ˈɡwɑm/,rɒm,guam
1444,menghiasi,id,adjective,/məŋhiasi/,məmryɶϕy,decorate,あぶり出し,ja,noun,/abɯɾidaɕi/,ɶbuybɶϕy,Livelihood
1445,adorn,en,adjective,/əˈdɔɹn/,əbɔm,adorn,아범,ko,adjective,/a̠bʌ̹m/,ɶbɔm,A naked
1446,faxed,en,verb,/ˈfækst/,ϕæpϕp,faxed,mixt,ro,adjective,/mikst/,mypϕp,mixed
1447,낫,ko,adjective,/na̠t̚/,mɶp,sickle,nascht,de,verb,/ˈnaʃt/,mɶp,nasty
1448,cabul,id,adjective,/tʃabul/,pɶbul,While,fudul,ro,noun,/fudul/,ϕubul,priggish
1449,혹시,ko,verb,/ɸʷo̞kɕ͈i/,opϕy,Perhaps,一骑,zh-cn,noun,/i˥˩ tɕʰi˧˥/,ypϕy,A ride
1450,knarren,de,verb,/ˈknaɾɾən/,pmɶəm,creak,华人,zh-cn,noun,/xwa˧˥ ʐən˧˥/,ϕrɶəm,Chinese
1451,berderak,id,verb,/bərdəraʔ/,bərbərɶb,creaking,centigrad,ro,noun,/tʃentiɡrad/,pømpyrɶb,centigrade
1452,creak,en,verb,/ˈkɹik/,pyp,creak,깃,ko,noun,/kit̚/,pyp,feather
1453,menuai,id,verb,/mənuai/,məmuɶy,reap,如此而已,zh-cn,verb,/ʐu˧˥ tsʰɯ˨˩˦ aɻ˧˥ i˨˩˦/,upϕuɶy,that is it
1454,brest,en,adjective,/ˈbɹɛst/,bœϕp,brest,äst,de,verb,/ˈʔɛst/,bœϕp,aest
1455,겁쟁이,ko,adjective,/kʌ̹p̚t͡ɕ͈ɛ̝ŋi/,pɔppϕœmy,Coward,浑天仪,zh-cn,noun,/xuən˧˥ tʰjɛn˥˥ i˧˥/,ϕuəmpœmy,armillary sphere
1456,sects,en,verb,/ˈsɛkts/,ϕœppϕ,sects,lapți,ro,adjective,/laptsʲ/,lɶppϕ,soft roe
1457,분파,ko,verb,/punpʰa̠/,pumpɶ,sect,传达,zh-cn,verb,/ʈʂʰwan˧˥ ta˧˥/,rɶmpɶ,convey
1458,installiert,de,verb,/ʔɪnstalˈliːɾt/,bʏmϕpɶllyp,Installed,antranilic,ro,adjective,/antranilik/,ɶmprɶmylyp,anthranilic
1459,lendir,id,verb,/ləndir/,ləmbyr,mucus,abagiu,ro,noun,/abadʒiw/,ɶbɶbyr,slaughter
1460,mucus,en,verb,/ˈmjukəs/,mupəϕ,mucus,Astes,de,adjective,/astəs/,ɶϕpəϕ,Astes
1461,muko,eo,verb,/muko/,mupo,mug,おう吐,ja,noun,/oɯto/,oupo,Take care
1462,meninju,id,verb,/mənindʒu/,məmymbu,punching,ciuhandu,ro,verb,/tʃ̩uhandu/,purɶmbu,Ciuhandru
1463,punch,en,verb,/ˈpəntʃ/,pəmp,punch,Bernd,de,noun,/bəˈɾnt/,bəmp,Bernd
1464,schlagen,de,verb,/ˈʃlaːɡən/,lɶəm,beat,下沉,zh-cn,verb,/ɕja˥˩ ʈʂʰən˧˥/,ϕɶəm,sink
1465,조직,ko,adjective,/t͡ɕo̞d͡ʑik̚/,pϕobβyp,group,mysliwiec,en,noun,/mɪˈsɫɪvik/,mʏϕʏβyp,mysliwiec
1466,滑稽,zh-cn,verb,/xwa˧˥ tɕi˥˥/,ϕrɶpϕy,funny,いき値,ja,noun,/ikitɕi/,ypypϕy,Lumber
1467,antworten,de,verb,/ˈantvɔʁtən/,ɶmpβɔβpəm,reply,氢氧根,zh-cn,verb,/tɕʰɪŋ˥˥ jɑŋ˨˩˦ kən˥˥/,pϕʏmɒmpəm,Hydroxide
1468,antic,en,adjective,/ˈæntɪk/,æmpʏp,antic,bespricht,de,verb,/bəˈʃpɾɪçt/,bəpʏp,discussion
1469,murah,id,adjective,/murah/,murɶr,cheap,amhar,ro,noun,/amhar/,ɶmrɶr,amhar.
1470,싼,ko,adjective,/s͈a̠n/,ϕɶm,cheap,san,es,verb,/san/,ϕɶm,saint
1471,cheap,en,adjective,/ˈtʃip/,pyp,cheap,chip,es,verb,/tʃip/,pyp,chip
