,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count
805,896,1431,5284,amonia,id,noun,/amonia/,ɶoyɶ,ammonia,115:233:406:1167:1270:1372:1373,36:54:64:164:222:273:321:379:415:502:753:772:929:978:1119:1253,671:693:784:844:989:1033:1038:1181:1204:1227:1431:1601:1614,7,16,13
806,897,1433,5287,adiraja,id,noun,/adiradʒa/,ɶyɶɶ,Adiraja,57:83:186:224:232:280:284:320:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:78:80:225:407:436:438:802:979:1097:1180:1401:1429:1508,597:598:672:677:792:800:803:820:856:925:944:945:946:1112:1126:1156:1193:1203:1216:1222:1259:1266:1293:1298:1347:1417:1565:1572:1604:1609,23,14,30
807,898,1435,5289,ＯＦＦ会,ja,noun,/oɸɯkai/,ouɶy,OFF meeting,52:86:108:315:357:398:413:458:828:1048:1299:1381:1472,84:107:797:1172,770:809:835:883:943:1182:1200:1226:1269:1276:1295:1320:1402:1486:1510:1606:1619,13,4,17
808,899,1437,5293,kau,id,noun,/kau/,ɶu,you,85:138:191:254:333:395:450:460:482:486:487:530:552:561:938:1128:1275:1360,256:301:912:1077:1330:1356,619:639:642:658:908:939:1018:1028:1082:1138:1234:1312:1355:1362:1370:1434:1453:1497:1506:1516:1525:1529:1550:1576:1588:1590:1602:1615,18,6,28
809,900,1438,5294,samurai,es,noun,/samuɾai/,ɶuɶy,samurai,52:86:108:315:357:398:413:458:828:1048:1299:1381:1472,84:102:107:151:281:421:516:797:1172:1262,601:668:680:770:807:835:883:943:1137:1182:1200:1226:1269:1276:1279:1295:1310:1402:1486:1510:1606:1619,13,10,22
810,902,1440,5296,baian,ro,noun,/bajan/,ɶɶm,Baiana,29:56:124:128:184:204:229:238:268:285:420:448:466:471:517:537:539:984:1338:1455,42:87:168:178:221:243:271:449:453:457:481:507:534:764,611:617:618:646:647:663:674:679:681:707:744:774:853:858:902:915:954:975:1199:1250:1277:1283:1324:1575:1592,20,14,25
811,903,1441,5298,Kit,de,noun,/ˈkiːt/,yb,Kit,2:88:98:141:146:171:175:196:305:341:373:433:441:452:472:493:505:558:559:586:718:872:940,361:380:392:434:439:514:593:909:1178,823:877:913:1139:1141:1195:1211:1291:1300:1309:1340:1367:1478:1499,23,9,14
812,904,1443,5301,기니,ko,noun,/kini/,yy,Guinea,344:576:819,89:142:153:374:549:570:1384,688:691:874:935:1235:1271:1369:1454:1482:1491:1502:1503:1514:1530:1539:1611:1613,3,7,17
813,905,1444,5302,caí,es,verb,/kaˈi/,ɶy,I fell down,145:150:303:304:306:337:342:467:469:490:525:551:583:1080:1140:1142:1294:1492:1562,90:176:255:340:382:417:429:491:510:555:594:1213:1363,596:616:649:651:656:664:665:670:682:713:876:882:1084:1133:1272:1287:1411:1468:1494:1528:1535:1561:1564:1596:1599,19,13,25
814,906,1446,5304,asparaga,id,verb,/asparaga/,ɶbɶɶɶ,Asparaga,5:11:15:91:97:116:131:157:162:165:187:203:252:274:299:316:318:362:444:799:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:149:223:300:353:414:636:1008:1046:1591,645:653:697:721:727:730:769:822:825:840:845:862:881:898:919:1007:1011:1015:1039:1058:1060:1061:1072:1073:1099:1158:1159:1256:1281:1296:1412:1536,30,13,32
815,907,1449,5309,agamaku,id,noun,/agamaku/,ɶɶɶu,My religion,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160:1225,23:655:738:851:1423,627:632:638:644:652:654:666:675:684:700:709:725:838:857:884:900:951:962:1017:1083:1122:1147:1174:1303:1449:1522:1560,25,5,27
816,908,1452,5312,agrupará,es,verb,/aɣɾupaˈɾa/,ɶuɶɶ,Group,1:14:63:217:261:282:298:782:1282,28:92:393:403:426:562:1187:1610,613:640:687:717:729:743:776:789:967:1051:1071:1111:1189:1248:1252:1254:1321:1352:1397:1450:1489:1523:1589,9,8,23
817,909,1453,5314,deschiaburi,ro,noun,/deskʲ̩̩aburi/,øbyɶuy,openings,22:93:121:277:283:297:368:409:569:710:870:871:1069:1164:1244:1379,272:456:928:1343:1458:1570,615:629:635:696:737:849:926:1037:1052:1100:1163:1166:1171:1185:1186:1209:1231:1263:1424:1443:1444:1518:1581:1585:1617:1622:1626,16,6,27
818,910,1455,5318,adjud,ro,adjective,/adʒud/,ɶub,Adjud,94:220:307:418:424:464:826:1463,49:101:161:166:188:207:260:356:1036:1146,702:767:930:948:953:972:1155:1273:1358:1620,8,10,10
819,911,1456,5319,bisi,eo,verb,/bisi/,yy,to bis,344:346:396:416:576:595:885,89:95:142:153:192:374:549:570:1384,688:691:812:874:935:1144:1235:1271:1369:1404:1454:1482:1491:1502:1503:1514:1539:1548:1613,7,9,19
820,912,1457,5321,いたし方,ja,noun,/itaɕikata/,yɶyɶɶ,In,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:78:80:81:225:407:436:438:802:1097:1180:1429:1508,608:661:672:673:677:792:800:803:806:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1222:1259:1266:1293:1298:1347:1417:1565:1572:1604:1609,27,13,32
821,913,1464,5334,勘察,zh-cn,verb,/kʰan˥˥ ʈʂʰa˧˥/,ɶɶ,Survey,136:334:376:377:394:504:508:543:547:553:556:571:574:577:590,96:140:194:259:302:443:488:520:533:546:567:692:866:1393:1473,625:648:667:695:706:715:873:937:1025:1129:1149:1361:1382:1460:1490:1496:1501:1549:1556:1580:1593:1600:1624,15,15,23
822,914,1468,5341,aplanata,eo,noun,/aplanata/,ɶbɶɶɶ,Aplanata,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,77:112:118:149:208:353:636:1008:1046:1591,645:653:697:721:727:730:745:769:825:840:845:862:889:898:919:1001:1007:1011:1015:1039:1058:1060:1061:1073:1099:1158:1159:1242:1256:1412:1533,33,10,31
823,915,1469,5342,dig,ro,noun,/diɡ/,yb,pier,2:88:98:141:146:171:175:196:305:341:373:433:441:452:472:493:505:524:550:558:559:586:718:872:940:1157,361:380:392:434:439:514:593,811:877:913:936:1139:1211:1291:1300:1309:1367:1478:1499:1504,26,7,13
824,916,1471,5346,lilac,es,verb,/lilak/,yɶb,Lilac.,40:61:99:177:542:588,38:250:290:384:470:755:1376,757:779:827:914:1113:1202:1388:1451:1513,6,7,9
825,920,1478,5358,abataj,ro,noun,/abataʒ/,ɶɶɶ,slaughter,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:118:149:208:223:300:353:414:636:1008:1046:1591,645:653:697:721:745:769:822:840:845:862:881:889:898:919:1001:1007:1011:1015:1039:1058:1060:1061:1072:1073:1099:1159:1242:1256:1281:1296:1533:1536,33,15,32
826,921,1481,5366,alud,es,verb,/aluð/,ɶub,avalanche,94:220:307:418:424:464:897:1280,49:101:161:166:188:207:260:356:818:1036,702:767:930:948:953:972:1155:1273:1358:1446:1620,8,10,11
827,922,1482,5376,Irak,de,noun,/iˈʁaːk/,yɶb,Iraq,40:61:99:177:542:588:824,38:250:290:384:470:755:1376,757:779:914:1113:1176:1202:1513,7,7,7
828,924,1485,5386,如此而已,zh-cn,verb,/ʐu˧˥ tsʰɯ˨˩˦ aɻ˧˥ i˨˩˦/,ubuɶy,that is it,52:86:108:315:357:398:413:458:1048:1299:1472,84:102:107:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:883:943:1137:1182:1200:1226:1269:1276:1279:1295:1310:1320:1402:1486:1510:1606:1619,11,10,24
829,926,1488,5390,赫剌剌,zh-cn,noun,/xɤ˥˩ la˥˩ la˥˩/,oɶɶ,Hilt,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:848:985:1421,189:251:269:286:741:927:931:955:1257:1331:1608,643:686:701:736:760:781:832:878:916:992:1012:1054:1116:1217:1419:1420:1428,21,11,17
830,927,1489,5391,劈里啪啦,zh-cn,verb,/pʰi˥˥ li˨˩˦ pʰa˥˥ la˧/,yyɶɶ,啪 啪,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:988:1063:1121:1364:1555:1603:1605,71:78:80:81:225:407:436:438:802:979:1097:1180:1401:1429:1508,597:598:608:661:672:673:677:792:800:803:806:820:856:925:944:946:1029:1045:1112:1126:1156:1193:1203:1216:1222:1259:1266:1293:1298:1347:1417:1565:1572:1604:1609,24,15,35
831,928,1490,5393,diapir,ro,noun,/diapir/,yɶy,diapir,104:190:310:352:400:501:1041:1233:1403:1484:1532,3:50:67:364:375:425:432:473:531:719:752:977:1228:1380,614:620:669:678:711:768:787:920:933:974:1034:1114:1207:1236:1290:1322:1351:1394:1396:1442:1445:1488:1531:1540:1577:1583:1627,11,14,27
832,929,1493,5403,あんこ型,ja,noun,/aɴkogata/,ɶmoɶɶ,Anko type,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:848:985:1421,189:251:269:286:741:927:931:955:1331:1608,643:701:736:760:781:829:860:916:992:1116:1168:1217:1419:1420:1428,21,10,15
833,931,1496,5407,abangan,id,noun,/abaŋan/,ɶɶɶm,Abangan,267:724:798:970:1194:1462,12:971:990:1003:1306,728:847:852:932:986:1092:1221:1255:1317:1433:1480:1512:1598,6,5,13
834,933,1500,5414,구기다,ko,noun,/kuɡida̠/,uyɶ,crumple,523:905:1218:1391:1395,106:159:293:463:592:891:1162:1625,689:708:739:846:867:961:991:998:1000:1050:1086:1104:1165:1197:1220:1265:1329:1440:1471:1558,5,8,20
835,934,1501,5415,lucarii,ro,noun,/lukarij/,uɶy,toys,52:86:108:315:357:398:413:458:828:1048:1299:1381:1472,84:102:107:151:281:421:516:797:1172:1262,601:668:680:770:807:809:883:1137:1182:1200:1226:1269:1276:1279:1295:1310:1320:1402:1606:1619,13,10,20
836,936,1506,5430,cinabru,ro,noun,/tʃinabru/,yɶu,cinnabar,10:35:72:82:144:209:270:275:411:461:465:477:518:529:587:703:1074:1210,70:109:201:226:325:476:536,600:605:606:612:637:704:726:794:804:841:875:966:980:987:994:1035:1040:1049:1088:1096:1098:1229:1237:1327:1348:1441:1493:1542:1553:1567:1621,18,7,31
837,937,1507,5434,alaihi,id,noun,/alaihi/,ɶɶyy,Alaihi.,19:25:58:167:197:211:317:785:796:895:1103:1341:1368:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:854:1243:1319:1571,604:734:735:740:748:777:894:906:969:973:981:1032:1070:1101:1102:1117:1124:1201:1206:1239:1264:1407:1438,14,17,23
838,938,1509,5440,Kakadu,de,noun,/ˈkakaˌduː/,ɶɶu,Cockatoo,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160:1225,23:152:655:738:851:1423,627:632:638:644:652:654:666:675:684:700:709:725:749:815:857:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,25,6,32
839,940,1513,5451,あさひ,ja,noun,/asaçi/,ɶɶy,Asahi,44:46:133:179:199:215:230:245:288:308:360:369:370:496:566:761:864:922:996:1016:1031:1184,68:111:134:143:331:408:788:1123,732:750:763:783:863:869:899:952:957:963:1005:1019:1057:1062:1089:1110:1145:1148:1161:1177:1190:1219:1247:1261:1350:1387:1413:1416:1459:1467:1469:1511:1515:1521:1547:1566,22,8,36
840,941,1514,5456,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:118:149:208:223:300:353:414:636:1008:1046:1591,645:653:697:721:727:730:745:769:822:825:845:862:881:889:898:919:1001:1007:1011:1015:1039:1058:1060:1061:1072:1073:1099:1158:1159:1242:1256:1281:1296:1412:1533:1536,33,15,36
841,942,1515,5462,andilau,id,noun,/andilau/,ɶmyɶu,Andilau,10:35:72:82:144:209:275:411:465:477:518:529:587:1074:1210,70:201:476:536:1268:1410,600:605:606:612:637:704:726:751:791:794:804:836:875:921:966:980:987:1035:1040:1049:1088:1096:1173:1229:1237:1305:1327:1334:1441:1493:1542:1553:1621,15,6,33
842,943,1516,5464,두나이 강,ko,noun,/tuna̠i ka̠ŋ/,uɶyɶm,Two Ni River,391:446:483:499:532:581:995:1188:1284:1307:1315:1448:1479,16:113:451:479:694:731:1241:1313:1326,1044:1378:1392:1427,13,9,4
843,944,1517,5467,ああいった,ja,verb,/aaitːa/,ɶɶyɶ,Oh,126:216:246:716:1323:1375:1465:1476:1538:1554,0:27:39:73:114:122:183:185:214:244:314:329:535:578:850:959:965:1154:1214:1456,621:633:714:742:756:795:855:924:949:964:968:1002:1006:1059:1065:1066:1095:1115:1120:1311:1426:1584:1595:1628,10,20,24
844,945,1518,5469,お久,ja,noun,/oçisa/,oyɶ,Achure,115:233:406:1270:1372:1373,36:54:64:164:222:273:321:379:415:502:753:772:929:978:1119:1253,671:784:805:904:989:1033:1038:1093:1181:1227:1333:1431:1614,6,16,13
845,947,1520,5472,哗啦哗啦,zh-cn,noun,/xwa˥˥ la˥˥ xwa˥˥ la˥˥/,ɶɶɶɶ,哗,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:118:149:208:223:300:353:414:636:1008:1046:1591,645:653:697:721:727:730:745:769:822:825:840:862:881:889:898:919:1001:1011:1015:1039:1058:1060:1061:1072:1073:1099:1158:1159:1242:1256:1281:1296:1412:1533:1536,33,15,35
846,948,1522,5475,humida,eo,noun,/humida/,uyɶ,Humid,24:75:117:219:326:355:402:459:564:905:1218:1391:1395,137:159:386:592:891:1162:1625,689:708:739:834:867:961:991:998:1000:1050:1086:1104:1165:1220:1265:1329:1399:1471:1558,13,7,19
847,953,1529,5492,affalâmes,fr,noun,/afalam/,ɶɶɶm,fonds,8:76:119:123:218:266:267:292:366:372:445:455:500:519:572:724:798:1194:1462,12:447:589:971:990:1003:1306,607:660:712:728:833:852:932:986:1092:1221:1255:1317:1433:1480:1512:1598,19,7,16
848,954,1533,5505,abarrotaba,es,verb,/aβarotaβa/,ɶɶoɶɶ,Ballotaba,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:985,189:251:269:286:741:927:931:955:1257:1331:1608,643:686:701:736:760:781:829:832:860:878:916:992:1012:1054:1168:1217:1419:1420:1428,19,11,19
849,955,1534,5513,가두기,ko,noun,/ka̠duɡi/,ɶuy,Fence,22:93:121:277:283:297:368:569:710:871:1069:1164:1244:1379,272:456:928:1343:1458:1570,615:629:635:696:737:817:926:1037:1042:1052:1100:1118:1163:1166:1171:1186:1231:1263:1424:1443:1444:1518:1581:1585:1617:1626,14,6,26
850,958,1538,5526,aðgæta,is,adjective,/aðcaita/,ɶɶyɶ,caneen,126:216:246:478:716:843:1323:1375:1465:1476:1538,0:27:39:73:114:122:183:185:214:244:314:329:535:578:959:965:1154:1214:1456,621:633:650:714:742:756:795:855:918:924:949:964:968:1002:1006:1059:1065:1066:1095:1115:1246:1311:1426:1584:1595:1628,11,19,26
851,959,1540,5529,brunasár,is,adjective,/prʏːnasauːr/,ʏɶɶu,scald,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160:1225,23:152:655:738,627:632:638:644:652:654:666:675:684:700:709:725:749:815:838:857:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,25,4,33
852,960,1542,5533,blaðamann,is,noun,/plaːðaman/,bɶɶɶm,journalist,8:76:119:123:218:266:267:292:366:372:445:455:500:519:572:724:798:970:1194:1462,12:447:589:971:990:1003:1306,607:660:712:728:833:847:986:1092:1221:1255:1317:1433:1480:1512:1598,20,7,15
853,961,1543,5535,Adam,eo,noun,/adam/,ɶɶm,Adam,29:56:124:128:184:204:229:238:268:285:420:448:466:471:517:537:539:984:1338:1455,42:87:168:178:221:243:271:449:453:457:481:507:534:764,611:617:618:646:647:663:674:679:681:707:744:759:774:810:858:902:915:954:975:1199:1232:1250:1277:1283:1575:1592,20,14,26
854,962,1544,5540,أراتيقي,ar,adjective,/ʔaraːtiːqijj/,ɶɶyy,Auratique,19:25:58:125:167:197:211:234:317:351:785:796:895:1103:1341:1368:1390:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:1169:1243:1319:1571,604:734:735:748:777:837:894:906:941:969:973:981:1032:1070:1101:1102:1117:1124:1201:1239:1264:1407:1438,18,17,23
855,964,1547,5564,afina,eo,noun,/afina/,ɶyɶ,affine,126:216:246:478:716:843:1375:1465:1476:1538:1554,0:73:114:850:959:965:1154:1214:1456,633:650:742:756:795:918:924:949:964:968:1002:1006:1059:1065:1066:1095:1115:1120:1246:1311:1426:1584:1628,11,9,23
856,966,1550,5573,ＡＢ型,ja,noun,/eːbiːgata/,øyɶɶ,AB type,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:78:80:81:225:407:436:438:802:1097:1180:1429:1508,608:661:672:673:677:792:800:803:806:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1222:1259:1266:1293:1298:1347:1417:1565:1572:1604:1609,27,13,32
857,968,1553,5583,An Quảng Hữu,vi,noun,/aŋ˧˥ waŋ˧˩˨ hɯw˧˩˨/,ɶɶu,An Quang Huu,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160,23:152:655:738:851:1423,627:632:638:644:652:654:666:675:684:700:709:749:815:838:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,24,6,31
858,969,1554,5588,affame,fr,noun,/afam/,ɶɶm,affam,29:56:124:128:184:204:229:238:268:285:420:448:466:471:517:537:539:984:1338:1455,42:87:168:178:221:243:271:449:453:457:481:507:534:764,611:617:618:646:647:663:674:679:681:707:744:759:774:810:853:902:915:954:975:1199:1232:1250:1277:1283:1324:1575:1592,20,14,27
859,970,1557,5596,bucium,ro,verb,/butʃ̩um/,uum,horn,129:200:228:475:506:1325,4:53:132:359:405:503:720,662:683:771:903:956:982:1047:1152:1208:1316,6,7,10
860,971,1558,5597,疙疙瘩瘩,zh-cn,noun,/kɤ˥˥ kɤ˧ ta˥˥ ta˥˥/,ooɶɶ,Pneumon,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:848:985:1421,189:251:269:286:741:927:931:955:1257:1331:1608,643:686:701:736:760:781:832:878:916:992:1012:1054:1116:1217:1419:1420:1428,21,11,17
861,972,1559,5601,bải hoải bài hoài,vi,verb,/baj˧˩˨ hwaj˧˩˨ baj˦˨ hwaj˦˨/,ɶɶɶɶ,graze,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:118:149:208:223:300:353:414:636:1008:1046:1591,645:653:697:727:730:745:769:822:825:840:845:862:881:889:898:919:1001:1007:1011:1039:1058:1060:1061:1072:1073:1099:1158:1159:1242:1256:1281:1296:1412:1533:1536,32,15,35
862,975,1562,5607,أدبك,ar,noun,/ʔaddabaka/,ɶbɶɶɶ,Luxury,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:118:149:208:223:300:353:414:636:1008:1046:1591,645:653:697:721:727:730:745:769:822:825:840:845:881:889:898:1001:1007:1011:1015:1039:1058:1060:1061:1072:1073:1099:1158:1159:1242:1256:1281:1296:1412:1533:1536,32,15,35
863,976,1563,5608,إماراتي,ar,noun,/ʔimaːraːtijj/,yɶɶy,Emirati,44:46:133:179:199:215:230:245:288:308:360:369:370:496:498:566:761:864:922:996:1014:1031:1184,17:34:68:111:134:139:143:236:242:323:331:345:350:390:408:541:788:1123,599:624:626:732:750:763:783:839:869:899:952:957:963:1005:1019:1057:1062:1089:1110:1145:1148:1153:1161:1177:1190:1219:1247:1292:1350:1387:1413:1416:1459:1467:1469:1511:1515:1521:1547:1566,23,18,40
864,978,1566,5615,áp-ga-ni,vi,verb,/ap˦˥-ɣa˧˥-ni˧˥/,ɶɶy,Abrahed,44:46:133:179:199:215:230:245:288:308:360:369:370:496:498:566:761:996:1014:1016:1031:1184,17:34:68:111:134:139:143:236:242:323:331:345:350:390:408:541:788:1123,599:624:626:732:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1089:1110:1145:1148:1153:1161:1177:1190:1219:1247:1261:1292:1350:1387:1413:1416:1459:1467:1469:1511:1515:1521:1547:1566,22,18,42
865,979,1567,5617,丰腴,zh-cn,noun,/fɤŋ˥˥ y˧˥/,oy,Rich,135:155:173:339:381:544:545:565:579:888:1192:1495:1527,156:172:257:371:422:430:527:554:1475,705:887:1079:1135:1278:1288:1328:1332:1385:1437:1470:1474:1507:1552:1623,13,9,15
866,982,1571,5622,babau,ro,adjective,/babaw/,ɶɶ,Babau,136:334:376:377:394:504:508:543:547:553:556:571:574:577:590:821,96:140:194:259:302:443:488:520:533:546:567:692:1473,625:648:667:695:706:715:873:937:1129:1149:1361:1477:1501:1520:1556:1580:1593:1600:1616:1624,16,13,20
867,983,1573,5624,aglutina,ro,noun,/aɡlutina/,ɶbuyɶ,agglutinate,24:75:117:219:326:355:402:459:523:564:905:1218:1391:1395,106:137:159:293:386:463:592:1162:1625,689:708:739:834:846:991:998:1000:1050:1086:1104:1165:1197:1220:1265:1329:1399:1440:1471:1558,14,9,20
868,984,1574,5625,abu,id,noun,/abu/,ɶu,ash,85:138:191:254:333:395:450:460:482:486:487:530:552:561:938:1128:1275:1360,256:301:912:1077:1330:1356,619:639:642:658:908:939:1018:1028:1082:1138:1234:1312:1355:1362:1370:1434:1453:1497:1506:1516:1525:1529:1550:1576:1588:1590:1602:1615,18,6,28
869,985,1575,5626,알알이,ko,noun,/a̠ɾa̠ɾi/,ɶɶy,Ali,44:46:133:179:199:215:230:245:288:308:360:369:370:496:498:761:864:922:996:1014:1016:1031:1184,17:34:68:111:139:143:236:242:323:331:345:350:390:408:541:788:1123,599:624:626:732:750:783:839:863:952:957:963:1005:1062:1089:1110:1145:1153:1161:1177:1190:1219:1247:1261:1292:1350:1387:1413:1416:1459:1467:1511:1515:1547:1566,23,17,34
870,986,1576,5627,가마아득히,ko,verb,/ka̠ma̠a̠dɯkçi/,ɶɶɶuy,Take,22:93:121:277:283:297:368:569:710:871:1069:1164:1244:1379,272:456:928:1343:1458:1570,615:629:635:696:737:817:926:1037:1042:1052:1100:1118:1163:1166:1171:1186:1231:1263:1424:1443:1444:1518:1581:1585:1617:1626,14,6,26
871,987,1578,5629,anstataŭi,eo,verb,/anstataui/,ɶmbɶɶuy,replace,93:277:283:368:409:569:710:870:1069:1164:1244,272:456:928:1343:1458:1570,615:629:635:696:737:817:849:926:1037:1042:1052:1100:1118:1163:1166:1171:1185:1186:1209:1231:1263:1424:1443:1444:1581:1585:1617:1622,11,6,28
872,988,1580,5632,Cid,es,verb,/θið/,yb,Cid.,2:88:98:141:146:171:175:196:305:341:373:433:441:452:472:493:505:524:550:558:559:586:1157,361:380:392:434:439:514:593:909:1178,811:823:877:913:936:1141:1195:1211:1291:1309:1340:1367:1478:1499:1504,23,9,15
873,989,1581,5635,baba,id,noun,/baba/,ɶɶ,Baba,334:377:504:543:547:556:571:590:821,96:259:488:692:866:1393:1473,667:695:706:715:937:1025:1129:1149:1361:1382:1460:1477:1496:1501:1520:1549:1556:1580:1593:1600:1616:1624,9,7,22
874,991,1583,5638,iri,id,noun,/iri/,yy,envy,344:346:396:416:576:595:819:885,89:95:142:153:192:374:549:570:1384,688:691:812:935:1144:1235:1369:1404:1482:1491:1502:1503:1514:1530:1539:1548:1611:1613,8,9,18
875,992,1586,5643,밀가루,ko,noun,/miɭɡa̠ɾu/,yɶu,flour,10:35:72:82:144:209:270:275:411:461:465:477:518:529:587:703:1074:1210,70:109:201:226:325:476:1268:1410,600:605:606:612:637:704:726:751:791:794:804:836:841:921:966:980:987:994:1035:1049:1088:1098:1173:1229:1305:1327:1334:1348:1493:1553:1567:1621,18,8,32
876,993,1588,5646,babi,id,noun,/babi/,ɶy,pig,145:150:303:304:306:337:342:469:490:551:583:813:1078:1080:1140:1142:1294:1492:1562,90:176:255:340:429:510:594:1081:1213,596:616:649:651:656:664:665:682:713:882:1021:1084:1133:1272:1287:1335:1337:1468:1494:1528:1535:1561:1564:1594:1596,19,9,25
877,994,1589,5648,trik,id,noun,/triʔ/,yb,Tricks,2:88:98:141:146:171:175:196:305:341:373:433:441:452:472:493:505:524:550:558:559:586:718:872:940:1157,380:392:434:439:514:593:909:1178,811:823:936:1139:1141:1195:1211:1291:1300:1309:1340:1504,26,8,12
878,995,1590,5649,こだま,ja,noun,/kodama/,oɶɶ,echo,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:848:985:1421,189:251:269:286:741:927:931:955:1331:1608,643:701:736:760:781:829:860:916:992:1116:1168:1217:1419:1420:1428,21,10,15
879,996,1591,5653,bono,eo,adjective,/bono/,oo,good,312:423:754:1024:1461,147:258:324:437:511,657:1127:1136:1274:1297:1301:1308:1349:1406:1545:1597,5,5,11
880,997,1593,5655,mía,es,noun,/ˈmia/,yɶ,mine,378:435:513:528:1198,148:343:427:573:580:1191:1408:1541,699:1143:1286:1439:1505:1526:1546:1618,5,8,8
881,998,1594,5656,Akada,eo,noun,/akada/,ɶɶɶ,Akada,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,77:112:118:149:208:353:636:1008:1046:1591,645:653:697:721:727:730:745:769:825:840:845:862:889:898:919:1001:1007:1011:1015:1039:1058:1060:1061:1073:1099:1158:1159:1242:1256:1412:1533,33,10,31
882,999,1596,5660,大地,zh-cn,noun,/ta˥˩ ti˥˩/,ɶy,Earth,145:150:303:304:306:337:342:467:469:490:525:551:583:813:1078:1080:1142:1294:1492:1562,90:176:255:340:382:417:429:491:510:555:594:1081:1213:1363,596:616:649:656:664:665:670:682:713:876:1021:1084:1272:1287:1335:1337:1411:1468:1528:1535:1561:1564:1594:1596:1599,20,14,25
883,1002,1600,5665,berbuai,id,noun,/bərbuai/,əuɶy,berbuai,315:828:1048:1299:1381:1472,102:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:943:1137:1182:1200:1226:1269:1279:1295:1310:1320:1486:1510:1619,6,8,20
884,1003,1601,5666,까타르,ko,noun,/k͈a̠tʰa̠ɾɯ/,ɶɶu,Catar,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160:1225,23:152:655:738:851:1423,627:632:638:644:652:654:666:675:684:700:709:725:749:815:838:857:900:951:962:1122:1132:1174:1230:1302:1449:1522:1587,25,6,27
885,1005,1603,5669,위시,ko,verb,/ɥiɕʰi/,yy,Wish,344:576:819,89:142:153:374:549:570:1384,688:691:874:935:1235:1271:1369:1454:1482:1491:1502:1503:1514:1530:1539:1611:1613,3,7,17
886,1006,1607,5673,bruñí,es,noun,/bɾuˈɲi/,uy,Bruñí,170:338:431:468:485:582:907:1134:1357:1574,154:336:492:548:560:1339:1365,610:641:1131:1285:1336:1366:1400:1481:1544:1559,10,7,10
