,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id,word_ja
664,a bàng,vi,noun,/a˧˥ baŋ˦˨/,ɶɶm,a eagle,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:694:738:741:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,一只鹰,Eagle,イーグル
665,aukana,is,verb,/œiːkana/,œyɶɶ,increased,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:714:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,增加,meningkat,増加する
666,くさや,ja,noun,/kɯsaja/,uɶɶ,Gloomy,0:11:55:82:198:246:275:671:711:896:1047:1184,560:628:645:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206,24:98:357:365:384:493:975:1271,阴沉,Suram,くさや
667,가리비,ko,noun,/ka̠ɾibi/,ɶyy,scallop,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:808:811:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,扇贝,kerang,ホタテ貝
668,가위뛰기,ko,noun,/ka̠ɥit͈ɥiɡi/,ɶyyy,Scissors,51:61:224:238:260:355:360:1089,599:610:678:686:851:853:877:900:920:921:947:1007:1019:1032:1082:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,剪刀,Gunting,ハサミ
669,귀납,ko,noun,/kɥina̠p̚/,yɶb,induction,36:53:75,654:689:774:925:992:1119:1164,227:268:347:420:652:1114:1223,就职,induksi,誘導
670,diaporama,fr,noun,/djapoʁama/,ɶoɶɶ,slide show,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:691:692:695:719:752:776:823:838:883:926:958:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,幻灯片表演,Slide Show.,スライドショー
671,المؤطر,ar,verb,/aːlmuʔatˤˤar/,ɶbuɶɶ,Framed,0:11:55:82:198:246:275:711:896:1047:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,裱,Terbingkai,めっきりしました
672,endranær,is,noun,/ɛntranaiːr/,œmɶɶy,incorporation,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841:869,521:545:547:637:650:658:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,纳入,penggabungan,組み込み
673,alegoriza,ro,noun,/aleɡoriza/,ɶøoyɶ,allegorize,117:211:277:957:1037:1112:1113,586:605:688:769:848:857:870:994:1011:1083:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,寓言,Allegorise.,寓話をする
674,花花绿绿,zh-cn,verb,/xwa˥˥ xwa˥˥ ly˥˩ ly˥˩/,ɶɶyy,Floral,15:21:50:125:159:182:194:212:292:320:681:919:1087:1108:1120,526:639:640:667:763:808:811:816:849:850:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070,花花绿绿,Bunga,花
675,Backhuhn,de,noun,/ˈbakun/,ɶum,Baking chicken,28:285:318:329:332:348:372:802:910:1136:1247,524:551:638:761:782:836:860:1009:1214,58:150:169:179:215:225:226:267:346:454:475:901,烤鸡,Baking chicken.,鶏肉を焼く
676,akapari,eo,adjective,/akapari/,ɶɶɶy,oappropriate,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:1056:1168:1172:1199:1200:1204,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476,合适的,sesuai,適切な
677,búanna,is,noun,/puːana/,uɶɶ,farm,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,农场,tanah pertanian,ファーム
678,biri-biri,id,noun,/biri-biri/,yyyy,sheep,51:224:238:260:355:360:1089,599:610:668:686:851:877:900:920:921:947:1007:1010:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,羊,biri-biri,羊
679,adiaŭ,eo,noun,/adiau/,ɶyɶu,Goodbye,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:557:616:724:728:750:805:815:819:824:847:861:908:961:1084:1159:1217:1225:1239:1280,62:111:185:206:299:424,再见,Selamat tinggal,さようなら
680,吗玩意儿,zh-cn,noun,/ma˧˥ wan˧˥ i˥˩ aɻ˧/,ɶɶyɶ,Do you want,80:126:223:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:653:693:778:804:807:831:833:889:890:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,吗玩意儿,Apa kau mau,欲しいですか
681,disqualifie,fr,verb,/diskalifi/,ybɶyy,disqualified,15:21:50:125:159:182:194:212:292:320:674:764:919:1108:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1242,取消资格,didiskualifikasi,失格
682,pluraj,eo,adjective,/plurai/,buɶy,several,45:94:110:290:326:361:373:409:718:913:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:960:970,一些,beberapa,several
683,abajaban,es,verb,/aβaxaβan/,ɶɶɶɶm,Bent,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:809,529:578:624:634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,弯曲,Bengkok,曲がった
684,أبارك,ar,verb,/ʔabaːraka/,ɶɶɶɶ,I bless,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:755:760:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,我祝福,Saya memberkati,私は祝福します
685,Ameríkana,is,noun,/aːmɛrikaːna/,ɶœyɶɶ,Americans,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:714:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,美国人,Orang Amerika,アメリカ人
686,auglýsir,is,noun,/œiɣlisir/,œyyy,advertising,51:61:224:238:260:355:360:1089,599:610:668:678:851:853:877:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1142:1152:1224,71:1088:1148:1269,广告,Periklanan.,広告
687,antidata,fr,adjective,/ɑ̃tidata/,ɑyɶɶ,undata,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:685:714:794:795:867:879:924:949:980:993:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:814:966:1131:1150,未取消,Undata.,めちゃどお
688,amonia,id,noun,/amonia/,ɶoyɶ,ammonia,117:211:277:957:1037:1112:1113,586:605:673:820:848:870:994:1011:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,氨,amonia,アンモニア
689,Irak,de,noun,/iˈʁaːk/,yɶb,Iraq,36:53:75:167:477:513,654:669:774:925:992,34:227:268:347:420:652:1114:1223,伊拉克,Irak,イラク
690,あぐら鼻,ja,noun,/agɯɾabana/,ɶuɶɶɶ,Gull nose,2:8:12:88:97:101:102:118:130:149:154:157:229:240:276:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:633:647:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:950:1046:1060:1137:1210:1213,26:44:114:120:142:191:204:235:374:835,鸥鼻子,Hidung Camar.,あぐら鼻
691,あんこ型,ja,noun,/aɴkogata/,ɶmoɶɶ,Anko type,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:613:641:655:670:692:695:719:776:823:926:958:1001:1128:1145,176:228:254:265:643:786:799:1079:1270,Anko类型,Anko Type.,あんこ型
692,疙疙瘩瘩,zh-cn,noun,/kɤ˥˥ kɤ˧ ta˥˥ ta˥˥/,ooɶɶ,Pneumon,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:695:752:776:823:838:883:926:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,疙疙瘩瘩,Pneumon.,肺炎
693,afina,eo,noun,/afina/,ɶyɶ,affine,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,仿射,Affine.,アフィン
694,آثام,ar,noun,/aːθaːm/,ɶɶm,Athum,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:738:741:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,应答,Athum.,at
695,bất hòa giải,vi,noun,/bɤ̆k˦˥ hwa˦˨ jaj˧˩˨/,oɶɶ,dissonance,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:670:691:692:719:752:823:838:883:926:958:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,不解,disonansi,diss diss
696,blóðgjafa,is,noun,/plouðcava/,bouɶɶ,blood lifets,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,血液生物,LIFET DARAH.,血の割合
697,ＯＦＦ会,ja,noun,/oɸɯkai/,ouɶy,OFF meeting,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,休息会,Off rapat,ＯＦＦ会
698,أقتني,ar,noun,/ʔaqqataniː/,ɶbɶɶy,I knock me,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:869,521:545:547:637:650:658:672:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,我敲我了,Aku menjatuhkanku,私は私をノックします
699,bifurca,ro,noun,/bifurka/,yuɶ,fork,39:47:218:437:499:868:1023,549:591:603:657:884:946:963:971:1025:1144:1160:1185:1272,152:189:1154:1250,叉,garpu,フォーク
700,bằng hữu chi giao,vi,verb,/băŋ˦˨ hɯw˧˩˨ ci˧˥ jaw˧˥/,buyɶ,assigned,20:67:119:200:300:324:328:364:410:495:1121:1123:1140,602:620:642:722:732:744:822:827:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,分配,ditugaskan,割り当て
701,bền gan vững chí,vi,noun,/ben˦˨ ɣaŋ˧˥ jɯŋ˧˩˨ ci˩˧/,øɶuy,Sustainable liver,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:703:705:712:734:873:876:882:912:917:928:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,可持续肝脏,Hati yang berkelanjutan.,持続可能な肝臓
702,bải hoải bài hoài,vi,verb,/baj˧˩˨ hwaj˧˩˨ baj˦˨ hwaj˦˨/,ɶɶɶɶ,graze,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:755:760:779:830:834:837:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,轻擦,tergores,こする
703,２組,ja,noun,/ɸɯtakɯmi/,uɶuy,Two sets,18:89:91:99:259:274:279:335:500:747:748:892:954:968:1022,537:701:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1249:1252:1276:1281:1285,783:1167:1241,两套,Dua set,２組
704,仔细观察,zh-cn,verb,/tsɯ˨˩˦ ɕi˥˩ kwan˥˥ ʈʂʰa˧˥/,buyɶɶ,Observe carefully,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:888:1102:1228:1266,519:520:530:579:587:588:592:685:714:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,仔细观察,Mengamati dengan hati-hati,丁寧に観察してください
705,差不离,zh-cn,noun,/ʈʂʰa˥˩ pu˧ li˧˥/,ɶuy,Be different,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:712:734:873:876:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167,差不离,Berbeda,異なる
706,kau,id,noun,/kau/,ɶu,you,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,你,kau,君は
707,samurai,es,noun,/samuɾai/,ɶuɶy,samurai,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1198:1268:1278,104:109:144:263:379:455:682:960:970,武士,Samurai.,武士
708,caí,es,verb,/kaˈi/,ɶy,I fell down,139:143:282:283:284:309:313:417:419:436:461:484:510:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:751:756:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1260,96:166:232:312:387:450:488:517:999:1101,我摔倒了,saya jatuh,転んだ
709,asparaga,id,verb,/asparaga/,ɶbɶɶɶ,Asparaga,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,芦笋,asparaga,アスパラガ
710,agamaku,id,noun,/agamaku/,ɶɶɶu,My religion,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:725:740:757:767:803:863:905:930:944:1064:1129:1205:1233,19:573:736:1147,我的宗教信仰,agamaku,私の宗教
711,agrupará,es,verb,/aɣɾupaˈɾa/,ɶuɶɶ,Group,0:11:55:82:198:246:275:671:1047,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,团体,Kelompok,グループ
712,deschiaburi,ro,noun,/deskʲ̩̩aburi/,øbyɶuy,openings,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:705:734:873:882:912:917:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,开口,Bukaan,開口部
713,adjud,ro,adjective,/adʒud/,ɶub,Adjud,201:376:382:414:717:1170,614:661:785:797:810:862:1039:1279,42:103:153:158:175:190:245:325:872:943,裁判,Adjud.,めったに
714,いたし方,ja,noun,/itaɕikata/,yɶyɶɶ,In,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,在,Di,いたし方
715,勘察,zh-cn,verb,/kʰan˥˥ ʈʂʰa˧˥/,ɶɶ,Survey,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514,546:566:584:607:618:627:749:789:864:1099:1188:1195:1221:1229:1248:1257:1263:1283,100:136:180:244:281:396:459:469:481:498:604:1122:1176,勘察,Survei,調査
716,abataj,ro,noun,/abataʒ/,ɶɶɶ,slaughter,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:647:690:727:731:742:755:760:779:830:834:837:840:874:885:887:894:916:1030:1046:1060:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,屠宰,pembantaian,虐殺
717,alud,es,verb,/aluð/,ɶub,avalanche,201:376:382:414:1045,614:661:785:797:810:862:1039:1279,42:103:153:158:175:190:245:325:713:872,雪崩,salju longsor,雪崩
718,如此而已,zh-cn,verb,/ʐu˧˥ tsʰɯ˨˩˦ aɻ˧˥ i˨˩˦/,ubuɶy,that is it,45:94:110:290:326:361:373:409:880:913:1062:1110,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:682:960:970,如此而已,hanya itu saja,それだ
719,赫剌剌,zh-cn,noun,/xɤ˥˩ la˥˩ la˥˩/,oɶɶ,Hilt,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:695:752:776:823:838:883:926:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,赫剌剌,Puting,柄
720,劈里啪啦,zh-cn,verb,/pʰi˥˥ li˨˩˦ pʰa˥˥ la˧/,yyɶɶ,啪 啪,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:888:1102:1228:1266,519:520:530:579:587:588:592:685:714:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,劈里啪啦,啪 啪.,啪啪
721,diapir,ro,noun,/diapir/,yɶy,diapir,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:780:788:812:871:897:995:1018:1054:1093:1124:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,尾巴,hadirat,ダイアピアー
722,구기다,ko,noun,/kuɡida̠/,uyɶ,crumple,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,弄皱,roboh,ちゃんちゃん
723,lucarii,ro,noun,/lukarij/,uɶy,toys,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1268:1278,104:109:144:263:379:455:682:960:970,玩具,mainan,おもちゃ
724,cinabru,ro,noun,/tʃinabru/,yɶu,cinnabar,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:728:750:805:815:819:824:847:861:908:961:1159:1190:1217:1225:1239:1280,62:111:185:206:299:424,辰砂,Cinnabar.,けいれん
725,Kakadu,de,noun,/ˈkakaˌduː/,ɶɶu,Cockatoo,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573:736:1147,鹦鹉,Kakatua,オクタトゥー
726,あさひ,ja,noun,/asaçi/,ɶɶy,Asahi,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,朝日,Asahi.,あさひ
727,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:731:742:755:760:779:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,加拿大,Kanada,カナダ
728,andilau,id,noun,/andilau/,ɶmyɶu,Andilau,7:31:64:74:138:192:258:371:415:425:440:457:465:895:997,522:527:528:534:557:616:679:724:750:805:815:819:847:861:908:961:1084:1159:1190:1217:1225:1280,62:185:424,安迪拉夫,andilau,アンジラウ
729,두나이 강,ko,noun,/tuna̠i ka̠ŋ/,uɶyɶm,Two Ni River,344:399:430:444:468:509:825:976:1048,878:965:985:1081:1115,13:115:404:427:606:636:1020:1067:1075,两个尼河,Dua Sungai Ni.,2つのNi川
730,ああいった,ja,verb,/aaitːa/,ɶɶyɶ,Oh,80:126:223:858:1072:1074:1179:1181:1227,543:554:626:644:653:680:693:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,哦,Oh,ああいった
731,哗啦哗啦,zh-cn,noun,/xwa˥˥ la˥˥ xwa˥˥ la˥˥/,ɶɶɶɶ,哗,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:742:755:760:779:830:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,哗啦哗啦,哗.,哗
732,humida,eo,noun,/humida/,uyɶ,Humid,20:67:119:200:300:324:364:410:495:700:1121:1123:1140,602:620:642:722:744:822:827:829:881:907:955:1002:1034:1077:1111:1175:1231,151:349:516:953:1284,湿,Lembab,湿気
733,affalâmes,fr,noun,/afalam/,ɶɶɶm,fonds,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:981,529:578:624:634:737:787:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,喜欢,gemar,fond fond
734,가두기,ko,noun,/ka̠duɡi/,ɶuy,Fence,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,栅栏,Pagar,フェンス
735,aðgæta,is,adjective,/aðcaita/,ɶɶyɶ,caneen,80:126:223:426:730:858:1072:1074:1179:1181,543:554:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:801,小鼬,Caneen.,丈夫
736,brunasár,is,adjective,/prʏːnasauːr/,ʏɶɶu,scald,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573,烫伤,melepuh,スカルド
737,blaðamann,is,noun,/plaːðaman/,bɶɶɶm,journalist,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,记者,wartawan,ジャーナリスト
738,Adam,eo,noun,/adam/,ɶɶm,Adam,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:694:741:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,亚当,Adam.,アダム
739,أراتيقي,ar,adjective,/ʔaraːtiːqijj/,ɶɶyy,Auratique,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:852:1021:1070:1242,凤仙花,AURATIQUE.,オーラシ
740,An Quảng Hữu,vi,noun,/aŋ˧˥ waŋ˧˩˨ hɯw˧˩˨/,ɶɶu,An Quang Huu,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:649:710:725:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573:736:1147,一个朗华,An Quang Huu.,クアン・フュウ
741,affame,fr,noun,/afam/,ɶɶm,affam,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:694:738:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,临时,afam.,アダム
742,أدبك,ar,noun,/ʔaddabaka/,ɶbɶɶɶ,Luxury,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:755:760:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,奢华,Kemewahan,豪華さ
743,丰腴,zh-cn,noun,/fɤŋ˥˥ y˧˥/,oy,Rich,132:147:164:311:345:479:480:496:507:759:979:1192:1207,617:758:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,丰腴,Kaya,リッチ
744,aglutina,ro,noun,/aɡlutina/,ɶbuyɶ,agglutinate,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,粘合,menggumpalkan,凝集させる
745,abu,id,noun,/abu/,ɶu,ash,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,灰,abu,灰
746,알알이,ko,noun,/a̠ɾa̠ɾi/,ɶɶy,Ali,40:76:78:83:85:184:197:208:222:239:266:337:441:443:656:781:826:839:841:869,521:545:547:637:650:672:698:726:800:832:899:909:914:923:948:952:964:977:987:1056:1168:1172:1199:1200:1238,14:30:60:113:135:137:214:220:297:315:319:356:367:476:676,阿里,Ali.,ali
747,가마아득히,ko,verb,/ka̠ma̠a̠dɯkçi/,ɶɶɶuy,Take,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,拿,Mengambil,取る
748,anstataŭi,eo,verb,/anstataui/,ɶmbɶɶuy,replace,89:99:259:279:335:500:622:747:892:954:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281,87:256:783:1167:1241,代替,menggantikan,置き換える
749,baba,id,noun,/baba/,ɶɶ,Baba,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,巴巴,baba,羽
750,밀가루,ko,noun,/miɭɡa̠ɾu/,yɶu,flour,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:724:728:805:815:819:824:847:908:961:1084:1190:1225:1239:1280,62:111:185:206:299:424,面粉,tepung,小麦粉
751,babi,id,noun,/babi/,ɶy,pig,139:143:282:283:284:309:313:419:436:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:517:903:999,猪,babi,豚
752,こだま,ja,noun,/kodama/,oɶɶ,echo,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:613:641:655:670:692:695:719:776:823:926:958:1001:1128:1145,176:228:254:265:643:786:799:1079:1270,回声,gema,こだま
753,bono,eo,adjective,/bono/,oo,good,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,好的,baik,良い
