,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch
802,antidata,fr,adjective,/ɑ̃tidata/,ɑyɶɶ,undata,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1260:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:991:1134:1212:1445:1473:1545,未取消
803,citarea,ro,noun,/tʃitarĕa/,yɶɶ,SUBPOENAS,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1637,597:598:608:661:672:673:677:792:800:828:841:874:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1295:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,subpoenas.
804,tripatouille,fr,noun,/tʁipatuj/,byɶu,tripatouille,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,600:605:606:612:637:704:726:751:791:794:808:855:860:891:936:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1364:1373:1386:1483:1530:1574:1585:1599:1653,70:126:212:235:334:483:539:1304:1454,
805,amonia,id,noun,/amonia/,ɶoyɶ,ammonia,132:241:309:1197:1306:1414:1415,671:693:784:863:1000:1039:1067:1213:1245:1269:1443:1474:1633:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,氨
806,Irak,de,noun,/iˈʁaːk/,yɶb,Iraq,40:61:83:191:545:589:845,757:779:929:1047:1147:1202:1243:1486,38:257:300:394:478:755:1417:1583,伊拉克
807,あぐら鼻,ja,noun,/agɯɾabana/,ɶuɶɶɶ,Gull nose,5:11:15:97:109:115:117:133:146:171:176:179:259:270:308:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:721:727:730:745:769:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1189:1190:1280:1317:1334:1456:1565:1568,30:51:129:135:163:219:233:265:423:1018:1079:1623,鸥鼻子
808,becheanu,ro,noun,/bekʲ̩̩anu/,øyɶu,Becheanu,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,70:126:212:235:334:483:539,Becheanu.
809,あんこ型,ja,noun,/aɴkogata/,ɶmoɶɶ,Anko type,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,643:701:736:760:781:810:814:849:931:1003:1150:1198:1257:1439:1467,200:258:284:296:741:941:945:969:1368:1640,
810,疙疙瘩瘩,zh-cn,noun,/kɤ˥˥ kɤ˧ ta˥˥ ta˥˥/,ooɶɶ,Pneumon,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,643:686:701:736:760:781:809:814:894:931:1003:1022:1084:1150:1257:1439:1467,200:258:284:296:741:941:945:969:1293:1368:1640,疙疙瘩瘩
811,aban,es,verb,/aβan/,ɶɶm,ABAN.,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:1377:1496,611:617:618:646:647:663:674:679:681:707:744:759:774:813:831:872:876:917:930:968:1107:1204:1239:1273:1313:1361:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764,阿曼。
812,afina,eo,noun,/afina/,ɶyɶ,affine,88:141:253:485:716:862:1051:1300:1358:1514:1518:1570:1587,633:650:742:756:795:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1472:1517:1616:1660,0:73:131:869:973:978:1128:1254:1497,仿射
813,آثام,ar,noun,/aːθaːm/,ɶɶm,Athum,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,611:617:618:646:647:663:674:679:681:707:744:759:774:831:872:876:917:930:968:1107:1204:1239:1273:1313:1361:1607:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764,应答
814,bất hòa giải,vi,noun,/bɤ̆k˦˥ hwa˦˨ jaj˧˩˨/,oɶɶ,dissonance,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,643:686:701:736:781:809:810:849:894:1003:1022:1084:1150:1198:1257:1439:1467,200:258:284:296:741:941:945:969:1293:1368:1640,不解
815,adibusana,id,noun,/adibusana/,ɶyuɶɶ,Adibusana,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:687:717:729:743:776:789:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1621,28:405:435:1225:1303:1642,adibusana.
816,blóðgjafa,is,noun,/plouðcava/,bouɶɶ,blood lifets,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:640:687:717:729:743:776:815:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1557:1621,28:110:405:414:435:565:1225:1303:1642,
817,Garðabæ,is,noun,/karðapaiː/,ɶɶɶy,Garðabær,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:732:750:763:819:858:879:885:914:966:971:1015:1029:1087:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,garðabær.
818,ＯＦＦ会,ja,noun,/oɸɯkai/,ouɶy,OFF meeting,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,102:124:797:1200,休息会
819,أقتني,ar,noun,/ʔaqqataniː/,ɶbɶɶy,I knock me,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1066:1216,599:624:626:732:750:763:783:817:858:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,
820,가가방,ko,noun,/ˈka̠ːɡa̠ba̠ŋ/,ɶɶɶm,Cagna-room,8:76:94:138:228:281:302:376:382:398:417:454:465:524:724:798:983:1231:1503,607:660:712:728:852:866:871:946:997:1036:1221:1222:1259:1261:1630,456:526:984:1001:1013:1344,Cagna-room.
821,bifurca,ro,noun,/bifurka/,yuɶ,fork,45:55:248:497:571:995:1065:1283:1551,628:676:690:762:773:1085:1183:1205:1206:1215:1220:1287:1418:1466:1469:1484:1524:1644,174:217:1477:1614,
822,bằng hữu chi giao,vi,verb,/băŋ˦˨ hɯw˧˩˨ ci˧˥ jaw˧˥/,buyɶ,assigned,24:75:134:229:335:363:369:413:467:567:920:1430:1433:1461,689:708:739:853:865:883:975:1002:1008:1082:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,123:151:173:303:396:471:592:907:1193:1657,
823,bền gan vững chí,vi,noun,/ben˦˨ ɣaŋ˧˥ jɯŋ˧˩˨ ci˩˧/,øɶuy,Sustainable liver,22:98:100:111:290:306:311:377:572:710:886:887:1098:1194:1217:1282,615:629:635:696:737:825:827:838:868:1071:1075:1083:1126:1137:1152:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,95:286:942:1381:1499:1602,
824,bải hoải bài hoài,vi,verb,/baj˧˩˨ hwaj˧˩˨ baj˦˨ hwaj˦˨/,ɶɶɶɶ,graze,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1021:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,轻擦
825,２組,ja,noun,/ɸɯtakɯmi/,uɶuy,Two sets,22:98:100:111:290:306:311:377:572:886:887:1098:1194:1217:1282,615:737:823:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1552:1613:1617:1649:1654:1658,942:1381:1499:1602,两套
826,仔细观察,zh-cn,verb,/tsɯ˨˩˦ ɕi˥˩ kwan˥˥ ʈʂʰa˧˥/,buyɶɶ,Observe carefully,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:999:1093:1155:1401:1588:1635:1637,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,仔细观察
827,差不离,zh-cn,noun,/ʈʂʰa˥˩ pu˧ li˧˥/,ɶuy,Be different,22:98:100:111:290:306:311:377:572:710:886:887:1098:1194:1217:1282,615:629:635:696:737:823:825:838:868:1071:1075:1126:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,95:286:942:1381:1499,差不离
828,adiraja,id,noun,/adiradʒa/,ɶyɶɶ,Adiraja,57:92:99:101:198:240:293:329:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:672:677:792:800:803:841:874:940:958:959:960:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:234:415:445:447:802:991:1134:1212:1445:1473:1545,Adiraja.
829,kau,id,noun,/kau/,ɶu,you,103:152:202:261:341:407:459:468:488:492:493:533:555:564:952:1161:1311:1397,619:639:642:658:923:953:1028:1063:1117:1171:1275:1350:1392:1399:1410:1476:1494:1534:1543:1550:1558:1562:1582:1608:1620:1622:1634:1647,263:313:927:1112:1367:1393,你
830,samurai,es,noun,/samuɾai/,ɶuɶy,samurai,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,601:668:680:770:818:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1446:1523:1546:1638:1651,102:119:124:165:294:430:521:797:1200:1219,武士
831,baian,ro,noun,/bajan/,ɶɶm,Baiana,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,611:617:618:646:647:663:674:679:681:707:744:774:813:872:876:917:930:968:1107:1204:1239:1313:1361:1607:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764,
832,Kit,de,noun,/ˈkiːt/,yb,Kit,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:561:562:588:718:888:954,844:893:928:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536,372:390:404:443:448:519:593:924:1210,成套工具
833,기니,ko,noun,/kini/,yy,Guinea,352:578:840,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,107:156:167:384:552:573:1423,几内亚
834,caí,es,verb,/kaˈi/,ɶy,I fell down,159:164:315:316:318:345:350:475:477:496:528:554:585:1115:1173:1175:1332:1529:1595,596:616:649:651:656:664:665:670:682:713:892:898:1119:1166:1308:1322:1455:1507:1531:1561:1567:1594:1596:1628:1631,108:190:262:348:392:426:438:498:515:558:594:1253:1400,我摔倒了
835,asparaga,id,verb,/asparaga/,ɶbɶɶɶ,Asparaga,5:11:15:97:109:115:133:146:171:176:179:214:259:270:308:326:328:373:453:799:824:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:769:807:843:846:859:864:878:897:934:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1292:1317:1334:1456:1568,30:51:77:129:163:233:265:361:423:636:1018:1079:1623,芦笋
836,agamaku,id,noun,/agamaku/,ɶɶɶu,My religion,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:857:875:900:915:965:976:1027:1058:1118:1156:1180:1341:1441:1556:1593,23:655:738:870:1470,我的宗教信仰
837,agrupará,es,verb,/aɣɾupaˈɾa/,ɶuɶɶ,Group,1:14:63:90:227:276:307:782:1318,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1557:1621,28:110:405:414:435:565:1225:1642,团体
838,deschiaburi,ro,noun,/deskʲ̩̩aburi/,øbyɶuy,openings,22:98:100:111:290:306:311:377:572:710:886:887:1098:1194:1217:1282,615:629:635:696:737:823:825:827:868:1071:1083:1126:1137:1196:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,95:286:942:1381:1499:1602,开口
839,adjud,ro,adjective,/adʒud/,ɶub,Adjud,112:230:312:427:433:472:847:1504,702:767:944:962:967:985:1057:1309:1395:1652,49:118:175:180:199:218:275:364:1070:1179,裁判
840,bisi,eo,verb,/bisi/,yy,to bis,352:354:408:425:578:595:901,688:691:833:890:949:1177:1276:1307:1409:1448:1495:1521:1528:1539:1540:1548:1571:1580:1645,107:113:156:167:203:384:552:573:1423,比索斯
841,いたし方,ja,noun,/itaɕikata/,yɶyɶɶ,In,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,在
842,勘察,zh-cn,verb,/kʰan˥˥ ʈʂʰa˧˥/,ɶɶ,Survey,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590,625:648:667:695:706:715:889:951:1060:1162:1182:1398:1421:1501:1527:1533:1538:1581:1589:1612:1625:1632:1656,114:154:205:274:314:452:494:525:536:549:570:692:882:1432:1511,勘察
843,aplanata,eo,noun,/aplanata/,ɶbɶɶɶ,Aplanata,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:745:769:807:846:859:864:878:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1101:1136:1189:1190:1280:1292:1456:1565,77:129:135:163:219:361:636:1018:1079:1623,aplanata.
844,dig,ro,noun,/diɡ/,yb,pier,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,832:893:928:950:1172:1251:1326:1338:1347:1407:1516:1536:1541,372:390:404:443:448:519:593,码头
845,lilac,es,verb,/lilak/,yɶb,Lilac.,40:61:83:191:545:589,757:779:806:929:1047:1147:1243:1427:1486:1492,38:257:300:394:478:755:1417:1583,紫丁香。
846,abataj,ro,noun,/abataʒ/,ɶɶɶ,slaughter,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:745:769:807:843:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1190:1280:1292:1317:1334:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,屠宰
847,alud,es,verb,/aluð/,ɶub,avalanche,112:230:312:427:433:472:913:1316,702:767:944:962:967:985:1057:1309:1395:1489:1652,49:118:175:180:199:218:275:364:839:1070,雪崩
848,如此而已,zh-cn,verb,/ʐu˧˥ tsʰɯ˨˩˦ aɻ˧˥ i˨˩˦/,ubuɶy,that is it,52:104:125:325:365:410:422:466:1081:1127:1337:1412,601:668:680:770:818:830:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1523:1546:1638:1651,102:119:124:165:294:430:521:797:1200:1219,如此而已
849,赫剌剌,zh-cn,noun,/xɤ˥˩ la˥˩ la˥˩/,oɶɶ,Hilt,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,643:686:701:736:760:781:809:814:894:931:1003:1022:1084:1150:1257:1439:1467,200:258:284:296:741:941:945:969:1293:1368:1640,赫剌剌
850,劈里啪啦,zh-cn,verb,/pʰi˥˥ li˨˩˦ pʰa˥˥ la˧/,yyɶɶ,啪 啪,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:999:1093:1155:1401:1588:1635:1637,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,劈里啪啦
851,diapir,ro,noun,/diapir/,yɶy,diapir,121:201:320:360:411:418:1074:1106:1218:1274:1447,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,尾巴
852,abangan,id,noun,/abaŋan/,ɶɶɶm,Abangan,282:724:798:983:1231:1503,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:984:1001:1013:1344,Abangan.
853,구기다,ko,noun,/kuɡida̠/,uyɶ,crumple,369:822:920:1430:1433:1461,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,123:173:303:471:592:907:1193:1657,弄皱
854,lucarii,ro,noun,/lukarij/,uɶy,toys,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:899:1049:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1638:1651,102:119:124:165:294:430:521:797:1200:1219,玩具
855,cinabru,ro,noun,/tʃinabru/,yɶu,cinnabar,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,70:126:212:235:334:483:539,辰砂
856,alaihi,id,noun,/alaihi/,ɶɶyy,Alaihi.,19:25:58:181:208:222:327:785:796:911:1139:1380:1408:1442,604:734:735:740:748:777:910:921:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1281:1356:1603,alaihi。
857,Kakadu,de,noun,/ˈkakaˌduː/,ɶɶu,Cockatoo,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:749:836:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,23:166:655:738:870:1470,鹦鹉
858,あさひ,ja,noun,/asaçi/,ɶɶy,Asahi,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,68:128:148:157:339:416:788:1157,朝日
859,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:745:769:807:843:846:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,加拿大
860,andilau,id,noun,/andilau/,ɶmyɶu,Andilau,10:35:72:82:158:220:288:420:473:484:502:523:532:1102:1250,600:605:606:612:637:704:726:751:791:794:804:808:855:891:936:979:992:998:1034:1037:1054:1056:1069:1073:1122:1203:1343:1364:1373:1483:1530:1574:1585:1653,70:212:483:539:1304:1454,安迪拉夫
861,두나이 강,ko,noun,/tuna̠i ka̠ŋ/,uɶyɶm,Two Ni River,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491,1077:1208:1236:1370:1419:1431,16:130:460:486:694:731:1279:1351:1363,两个尼河
862,ああいった,ja,verb,/aaitːa/,ɶɶyɶ,Oh,88:141:253:716:1051:1300:1358:1360:1514:1518:1570:1587,621:633:714:742:756:795:812:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1349:1472:1517:1616:1627:1660,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:978:1128:1254:1497,哦
863,お久,ja,noun,/oçisa/,oyɶ,Achure,132:241:309:1306:1414:1415,671:784:805:919:1000:1039:1050:1067:1213:1269:1372:1443:1474:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,ach
864,哗啦哗啦,zh-cn,noun,/xwa˥˥ la˥˥ xwa˥˥ la˥˥/,ɶɶɶɶ,哗,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:745:769:807:843:846:859:878:897:905:934:1011:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,哗啦哗啦
865,humida,eo,noun,/humida/,uyɶ,Humid,24:75:134:229:335:363:413:467:567:822:920:1430:1433:1461,689:708:739:853:883:975:1002:1008:1010:1082:1120:1140:1195:1258:1301:1366:1413:1437:1510:1591,151:173:396:592:907:1193:1657,湿
866,affalâmes,fr,noun,/afalam/,ɶɶɶm,fonds,8:76:94:138:228:281:282:302:376:382:398:417:454:465:524:724:798:1231:1503,607:660:712:728:820:852:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:456:526:984:1001:1013:1344,喜欢
867,abarrotaba,es,verb,/aβarotaβa/,ɶɶoɶɶ,Ballotaba,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:996:1265,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1198:1257:1439:1467,200:258:284:296:741:941:945:969:1293:1368:1640,Ballotaba.
868,가두기,ko,noun,/ka̠duɡi/,ɶuy,Fence,22:98:100:111:290:306:311:572:710:887:1098:1194:1217:1282,615:629:635:696:737:823:825:827:838:1071:1075:1083:1126:1137:1152:1196:1224:1262:1263:1272:1297:1552:1613:1617:1649:1658,95:286:942:1381:1499:1602,栅栏
869,aðgæta,is,adjective,/aðcaita/,ɶɶyɶ,caneen,88:141:253:485:716:862:1051:1300:1358:1360:1514:1518:1570,621:633:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1284:1349:1472:1517:1616:1627:1660,0:27:39:73:131:137:195:197:225:251:272:321:538:580:973:978:1128:1254:1497,小鼬
870,brunasár,is,adjective,/prʏːnasauːr/,ʏɶɶu,scald,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,23:166:655:738,烫伤
871,blaðamann,is,noun,/plaːðaman/,bɶɶɶm,journalist,8:76:94:138:228:281:282:302:376:382:398:417:454:465:524:724:798:983:1231:1503,607:660:712:728:820:852:866:997:1036:1221:1222:1259:1261:1291:1630,12:456:526:984:1001:1013:1344,记者
872,Adam,eo,noun,/adam/,ɶɶm,Adam,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,611:617:618:646:647:663:674:679:681:707:744:759:774:813:831:876:917:930:968:1107:1204:1239:1273:1313:1607:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764,亚当
873,أراتيقي,ar,adjective,/ʔaraːtiːqijj/,ɶɶyy,Auratique,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,604:734:735:748:777:856:910:921:955:982:986:993:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:1043:1281:1356:1603,凤仙花
874,ＡＢ型,ja,noun,/eːbiːgata/,øyɶɶ,AB type,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,ab type.
875,An Quảng Hữu,vi,noun,/aŋ˧˥ waŋ˧˩˨ hɯw˧˩˨/,ɶɶu,An Quang Huu,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209,627:632:638:644:652:654:666:675:684:700:709:749:836:857:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,23:166:655:738:870:1470,一个朗华
876,affame,fr,noun,/afam/,ɶɶm,affam,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,611:617:618:646:647:663:674:679:681:707:744:759:774:813:831:872:917:930:968:1107:1204:1239:1273:1313:1361:1607:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764,临时
877,bucium,ro,verb,/butʃ̩um/,uum,horn,144:211:237:379:510:1362,662:683:771:918:970:994:1080:1185:1248:1354,4:53:147:367:368:507:720,喇叭
878,أدبك,ar,noun,/ʔaddabaka/,ɶbɶɶɶ,Luxury,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:745:769:807:843:846:859:864:897:905:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,奢华
879,إماراتي,ar,noun,/ʔimaːraːtijj/,yɶɶy,Emirati,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1066:1216,599:624:626:732:750:763:783:817:858:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,Emirati.
880,áp-ga-ni,vi,verb,/ap˦˥-ɣa˧˥-ni˧˥/,ɶɶy,Abrahed,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:1007:1024:1026:1066:1216,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,Abrahed.
881,丰腴,zh-cn,noun,/fɤŋ˥˥ y˧˥/,oy,Rich,149:169:187:347:391:547:548:568:581:904:1229:1532:1560,705:903:1114:1168:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,170:186:264:381:431:439:530:557:1513,丰腴
882,babau,ro,adjective,/babaw/,ɶɶ,Babau,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,114:154:205:274:314:452:494:525:536:549:570:692:1511,Babau.
