,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id
689,Irak,de,noun,/iˈʁaːk/,yɶb,Iraq,36:53:75:167:477:513,654:669:774:925:992,34:227:268:347:420:652:1114:1223,伊拉克,Irak
690,あぐら鼻,ja,noun,/agɯɾabana/,ɶuɶɶɶ,Gull nose,2:8:12:88:97:101:102:118:130:149:154:157:229:240:276:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:633:647:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:950:1046:1060:1137:1210:1213,26:44:114:120:142:191:204:235:374:835,鸥鼻子,Hidung Camar.
691,あんこ型,ja,noun,/aɴkogata/,ɶmoɶɶ,Anko type,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:613:641:655:670:692:695:719:776:823:926:958:1001:1128:1145,176:228:254:265:643:786:799:1079:1270,Anko类型,Anko Type.
692,疙疙瘩瘩,zh-cn,noun,/kɤ˥˥ kɤ˧ ta˥˥ ta˥˥/,ooɶɶ,Pneumon,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:695:752:776:823:838:883:926:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,疙疙瘩瘩,Pneumon.
693,afina,eo,noun,/afina/,ɶyɶ,affine,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,仿射,Affine.
694,آثام,ar,noun,/aːθaːm/,ɶɶm,Athum,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:738:741:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,应答,Athum.
695,bất hòa giải,vi,noun,/bɤ̆k˦˥ hwa˦˨ jaj˧˩˨/,oɶɶ,dissonance,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:670:691:692:719:752:823:838:883:926:958:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,不解,disonansi
696,blóðgjafa,is,noun,/plouðcava/,bouɶɶ,blood lifets,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,血液生物,LIFET DARAH.
697,ＯＦＦ会,ja,noun,/oɸɯkai/,ouɶy,OFF meeting,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,休息会,Off rapat
698,أقتني,ar,noun,/ʔaqqataniː/,ɶbɶɶy,I knock me,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:869,521:545:547:637:650:658:672:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,我敲我了,Aku menjatuhkanku
699,bifurca,ro,noun,/bifurka/,yuɶ,fork,39:47:218:437:499:868:1023,549:591:603:657:884:946:963:971:1025:1144:1160:1185:1272,152:189:1154:1250,叉,garpu
700,bằng hữu chi giao,vi,verb,/băŋ˦˨ hɯw˧˩˨ ci˧˥ jaw˧˥/,buyɶ,assigned,20:67:119:200:300:324:328:364:410:495:1121:1123:1140,602:620:642:722:732:744:822:827:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,分配,ditugaskan
701,bền gan vững chí,vi,noun,/ben˦˨ ɣaŋ˧˥ jɯŋ˧˩˨ ci˩˧/,øɶuy,Sustainable liver,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:703:705:712:734:873:876:882:912:917:928:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,可持续肝脏,Hati yang berkelanjutan.
702,bải hoải bài hoài,vi,verb,/baj˧˩˨ hwaj˧˩˨ baj˦˨ hwaj˦˨/,ɶɶɶɶ,graze,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:755:760:779:830:834:837:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,轻擦,tergores
703,２組,ja,noun,/ɸɯtakɯmi/,uɶuy,Two sets,18:89:91:99:259:274:279:335:500:747:748:892:954:968:1022,537:701:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1249:1252:1276:1281:1285,783:1167:1241,两套,Dua set
704,仔细观察,zh-cn,verb,/tsɯ˨˩˦ ɕi˥˩ kwan˥˥ ʈʂʰa˧˥/,buyɶɶ,Observe carefully,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:888:1102:1228:1266,519:520:530:579:587:588:592:685:714:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,仔细观察,Mengamati dengan hati-hati
705,差不离,zh-cn,noun,/ʈʂʰa˥˩ pu˧ li˧˥/,ɶuy,Be different,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:712:734:873:876:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167,差不离,Berbeda
706,kau,id,noun,/kau/,ɶu,you,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,你,kau
707,samurai,es,noun,/samuɾai/,ɶuɶy,samurai,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1198:1268:1278,104:109:144:263:379:455:682:960:970,武士,Samurai.
708,caí,es,verb,/kaˈi/,ɶy,I fell down,139:143:282:283:284:309:313:417:419:436:461:484:510:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:751:756:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1260,96:166:232:312:387:450:488:517:999:1101,我摔倒了,saya jatuh
709,asparaga,id,verb,/asparaga/,ɶbɶɶɶ,Asparaga,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,芦笋,asparaga
710,agamaku,id,noun,/agamaku/,ɶɶɶu,My religion,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:725:740:757:767:803:863:905:930:944:1064:1129:1205:1233,19:573:736:1147,我的宗教信仰,agamaku
711,agrupará,es,verb,/aɣɾupaˈɾa/,ɶuɶɶ,Group,0:11:55:82:198:246:275:671:1047,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,团体,Kelompok
712,deschiaburi,ro,noun,/deskʲ̩̩aburi/,øbyɶuy,openings,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:705:734:873:882:912:917:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,开口,Bukaan
713,adjud,ro,adjective,/adʒud/,ɶub,Adjud,201:376:382:414:717:1170,614:661:785:797:810:862:1039:1279,42:103:153:158:175:190:245:325:872:943,裁判,Adjud.
714,いたし方,ja,noun,/itaɕikata/,yɶyɶɶ,In,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,在,Di
715,勘察,zh-cn,verb,/kʰan˥˥ ʈʂʰa˧˥/,ɶɶ,Survey,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514,546:566:584:607:618:627:749:789:864:1099:1188:1195:1221:1229:1248:1257:1263:1283,100:136:180:244:281:396:459:469:481:498:604:1122:1176,勘察,Survei
716,abataj,ro,noun,/abataʒ/,ɶɶɶ,slaughter,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:647:690:727:731:742:755:760:779:830:834:837:840:874:885:887:894:916:1030:1046:1060:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,屠宰,pembantaian
717,alud,es,verb,/aluð/,ɶub,avalanche,201:376:382:414:1045,614:661:785:797:810:862:1039:1279,42:103:153:158:175:190:245:325:713:872,雪崩,salju longsor
718,如此而已,zh-cn,verb,/ʐu˧˥ tsʰɯ˨˩˦ aɻ˧˥ i˨˩˦/,ubuɶy,that is it,45:94:110:290:326:361:373:409:880:913:1062:1110,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:682:960:970,如此而已,hanya itu saja
719,赫剌剌,zh-cn,noun,/xɤ˥˩ la˥˩ la˥˩/,oɶɶ,Hilt,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:695:752:776:823:838:883:926:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,赫剌剌,Puting
720,劈里啪啦,zh-cn,verb,/pʰi˥˥ li˨˩˦ pʰa˥˥ la˧/,yyɶɶ,啪 啪,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:888:1102:1228:1266,519:520:530:579:587:588:592:685:714:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,劈里啪啦,啪 啪.
721,diapir,ro,noun,/diapir/,yɶy,diapir,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:780:788:812:871:897:995:1018:1054:1093:1124:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,尾巴,hadirat
722,구기다,ko,noun,/kuɡida̠/,uyɶ,crumple,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,弄皱,roboh
723,lucarii,ro,noun,/lukarij/,uɶy,toys,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1268:1278,104:109:144:263:379:455:682:960:970,玩具,mainan
724,cinabru,ro,noun,/tʃinabru/,yɶu,cinnabar,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:728:750:805:815:819:824:847:861:908:961:1159:1190:1217:1225:1239:1280,62:111:185:206:299:424,辰砂,Cinnabar.
725,Kakadu,de,noun,/ˈkakaˌduː/,ɶɶu,Cockatoo,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573:736:1147,鹦鹉,Kakatua
726,あさひ,ja,noun,/asaçi/,ɶɶy,Asahi,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,朝日,Asahi.
727,Kanada,de,noun,/ˈkanada/,ɶɶɶ,Canada,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:731:742:755:760:779:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,加拿大,Kanada
728,andilau,id,noun,/andilau/,ɶmyɶu,Andilau,7:31:64:74:138:192:258:371:415:425:440:457:465:895:997,522:527:528:534:557:616:679:724:750:805:815:819:847:861:908:961:1084:1159:1190:1217:1225:1280,62:185:424,安迪拉夫,andilau
729,두나이 강,ko,noun,/tuna̠i ka̠ŋ/,uɶyɶm,Two Ni River,344:399:430:444:468:509:825:976:1048,878:965:985:1081:1115,13:115:404:427:606:636:1020:1067:1075,两个尼河,Dua Sungai Ni.
730,ああいった,ja,verb,/aaitːa/,ɶɶyɶ,Oh,80:126:223:858:1072:1074:1179:1181:1227,543:554:626:644:653:680:693:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,哦,Oh
731,哗啦哗啦,zh-cn,noun,/xwa˥˥ la˥˥ xwa˥˥ la˥˥/,ɶɶɶɶ,哗,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:742:755:760:779:830:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,哗啦哗啦,哗.
732,humida,eo,noun,/humida/,uyɶ,Humid,20:67:119:200:300:324:364:410:495:700:1121:1123:1140,602:620:642:722:744:822:827:829:881:907:955:1002:1034:1077:1111:1175:1231,151:349:516:953:1284,湿,Lembab
733,affalâmes,fr,noun,/afalam/,ɶɶɶm,fonds,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:981,529:578:624:634:737:787:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,喜欢,gemar
734,가두기,ko,noun,/ka̠duɡi/,ɶuy,Fence,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,栅栏,Pagar
735,aðgæta,is,adjective,/aðcaita/,ɶɶyɶ,caneen,80:126:223:426:730:858:1072:1074:1179:1181,543:554:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:801,小鼬,Caneen.
736,brunasár,is,adjective,/prʏːnasauːr/,ʏɶɶu,scald,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573,烫伤,melepuh
737,blaðamann,is,noun,/plaːðaman/,bɶɶɶm,journalist,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,记者,wartawan
738,Adam,eo,noun,/adam/,ɶɶm,Adam,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:694:741:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,亚当,Adam.
739,أراتيقي,ar,adjective,/ʔaraːtiːqijj/,ɶɶyy,Auratique,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:852:1021:1070:1242,凤仙花,AURATIQUE.
740,An Quảng Hữu,vi,noun,/aŋ˧˥ waŋ˧˩˨ hɯw˧˩˨/,ɶɶu,An Quang Huu,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:649:710:725:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573:736:1147,一个朗华,An Quang Huu.
741,affame,fr,noun,/afam/,ɶɶm,affam,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:694:738:768:775:798:962:988:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,临时,afam.
742,أدبك,ar,noun,/ʔaddabaka/,ɶbɶɶɶ,Luxury,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:755:760:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,奢华,Kemewahan
743,丰腴,zh-cn,noun,/fɤŋ˥˥ y˧˥/,oy,Rich,132:147:164:311:345:479:480:496:507:759:979:1192:1207,617:758:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,丰腴,Kaya
744,aglutina,ro,noun,/aɡlutina/,ɶbuyɶ,agglutinate,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,粘合,menggumpalkan
745,abu,id,noun,/abu/,ɶu,ash,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,灰,abu
746,알알이,ko,noun,/a̠ɾa̠ɾi/,ɶɶy,Ali,40:76:78:83:85:184:197:208:222:239:266:337:441:443:656:781:826:839:841:869,521:545:547:637:650:672:698:726:800:832:899:909:914:923:948:952:964:977:987:1056:1168:1172:1199:1200:1238,14:30:60:113:135:137:214:220:297:315:319:356:367:476:676,阿里,Ali.
747,가마아득히,ko,verb,/ka̠ma̠a̠dɯkçi/,ɶɶɶuy,Take,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,拿,Mengambil
748,anstataŭi,eo,verb,/anstataui/,ɶmbɶɶuy,replace,89:99:259:279:335:500:622:747:892:954:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281,87:256:783:1167:1241,代替,menggantikan
749,baba,id,noun,/baba/,ɶɶ,Baba,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,巴巴,baba
750,밀가루,ko,noun,/miɭɡa̠ɾu/,yɶu,flour,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:724:728:805:815:819:824:847:908:961:1084:1190:1225:1239:1280,62:111:185:206:299:424,面粉,tepung
751,babi,id,noun,/babi/,ɶy,pig,139:143:282:283:284:309:313:419:436:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:517:903:999,猪,babi
752,こだま,ja,noun,/kodama/,oɶɶ,echo,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:613:641:655:670:692:695:719:776:823:926:958:1001:1128:1145,176:228:254:265:643:786:799:1079:1270,回声,gema
753,bono,eo,adjective,/bono/,oo,good,289:381:651:1169,575:1040:1063:1092:1134:1261,140:243:298:393:451,好的,baik
754,mía,es,noun,/ˈmia/,yɶ,mine,343:391:453:464:984,611:1050:1157:1196:1220:1277,141:314:385:502:508:978:1135:1216,矿,Milikku
755,Akada,eo,noun,/akada/,ɶɶɶ,Akada,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:760:779:830:834:837:840:874:885:887:916:950:1030:1137:1210,69:114:120:142:191:322:556:835,阿卡达,Akada.
756,大地,zh-cn,noun,/ta˥˩ ti˥˩/,ɶy,Earth,139:143:282:283:284:309:313:417:419:436:461:484:510:708:902:942:1058:1189:1235,518:538:567:574:581:582:597:625:751:844:906:1038:1051:1173:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:999:1101,大地,Bumi
757,까타르,ko,noun,/k͈a̠tʰa̠ɾɯ/,ɶɶu,Catar,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:767:803:863:930:935:1013:1129:1205:1254,19:145:573:736:1147,卡塔尔,Catar.
758,コーヒー,ja,noun,/koːçiː/,oy,coffee,132:147:164:311:345:479:480:496:507:759:772:845:979:998:1192:1207,617:743:771:938:1043:1052:1080:1177:1197,148:163:234:338:380:388:463:487:1178,咖啡,kopi
759,kodi,eo,verb,/kodi/,oy,codify,132:147:164:345:480:507:772:845:979:998,743:758:771:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:380:388:463:487:1178,编纂,mengkodifikasikan
760,prasarana,id,noun,/prasarana/,ɶɶɶɶ,infrastructure,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,基础设施,prasarana
761,afum,ro,noun,/afum/,ɶum,smoked,28:285:318:329:332:348:372:802:910:1136:1247,524:551:638:675:782:836:860:1214,58:150:169:179:215:225:226:267:346:454:475:901,熏制,merokok
762,い段,ja,noun,/idaɴ/,yɶm,Staircase,27:250:660:765:922,531:552:555:648:777:792:828:959:1211,41:170:183:219:273:1165,楼梯,Tangga
763,가와사끼 시,ko,noun,/ka̠wa̠sʰa̠k͈i ɕʰi/,ɶɶɶyy,Kawasaki City,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:808:811:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,川崎市,Kawasaki City.
764,卖儿鬻女,zh-cn,verb,/maɪ˥˩ aɻ˧˥ y˥˩ ny˨˩˦/,ɶʏɶyy,Seller,15:21:50:125:159:182:194:212:292:320:681:919:1087:1108:1120,526:639:640:667:763:808:811:816:849:850:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070,卖儿鬻女,Penjual
765,一贯,zh-cn,verb,/i˧˥ kwan˥˩/,yɶm,consistent,27:250:660:922,531:552:555:762:777:792:828:959:1211,41:170:183:219:273:1165,一贯,konsisten
766,가각히,ko,noun,/ˈka̠ːɡa̠kçi/,ɶɶy,Stagger,40:76:78:83:85:184:197:208:222:239:266:337:441:443:656:781:826:839:841:869,521:545:547:637:650:672:698:726:800:832:899:909:914:923:948:952:964:977:987:1056:1168:1172:1199:1200:1238,14:30:60:113:135:137:214:220:297:315:319:356:367:476:676,错开,Sempoyongan
767,亚麻布,zh-cn,noun,/ja˥˩ ma˧˥ pu˥˩/,ɶɶu,Linen,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:803:863:905:930:935:944:1013:1064:1129:1233:1254,19:145:573:736:1147,亚麻布,Linen
768,Abhang,de,noun,/ˈʔapˌhaŋ/,ɶɶm,slope,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:565:580:589:594:596:619:646:664:694:738:741:775:798:962:988:1015:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,坡,lereng
769,apologia,id,noun,/apologia/,ɶooyɶ,Apologia,117:211:277:957:1037:1112:1113,586:605:673:820:848:870:994:1011:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,道歉,apologia
770,fumi,eo,verb,/fumi/,uy,smoke,162:418:432:937:1098,532:934:1049:1085:1107:1127:1183:1219:1232,146:308:438:483:491:1053:1106,抽烟,merokok
771,何许,zh-cn,noun,/xɤ˧˥ ɕy˨˩˦/,oy,Why,132:147:164:311:345:479:480:496:507:759:979:1192:1207,617:758:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,何许,Mengapa
772,可以,zh-cn,verb,/kʰɤ˨˩˦ i˨˩˦/,oy,can,132:147:164:311:345:479:480:496:507:759:979:1192:1207,617:758:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,可以,bisa
773,fagur,ro,adjective,/faɡur/,ɶu,comb,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492:790:932,541:559:561:576:706:745:842:904:940:1017:1096:1100:1109:1153:1193:1201:1222:1245:1274,165:181:233:249:280:431:435:504:1078,梳子,sisir
774,diac,ro,noun,/diak/,yɶb,diac,36:53:75:167:477:513,654:669:689:992:1119:1164,34:227:268:347:420:1114:1223,皮肤,DIAC.
775,가담,ko,noun,/ka̠da̠m/,ɶɶm,partisanship,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,党派,hal beristirahat
776,buôn trâu bán chả,vi,noun,/buəŋ˧˥ ʈɤ̆w˧˥ baŋ˩˧ ca˧˩˨/,uəoɶɶ,buffalo,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:670:691:692:719:752:823:838:883:926:958:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,水牛,kerbau
777,إبرام,ar,noun,/ʔibraːm/,yɶm,Conclusion,27:250:660:765:922,531:552:555:648:762:792:828:959:1211,41:170:183:219:273:1165,结论,Kesimpulan
778,ＩＮＡＨ,ja,noun,/aina/,ɶyɶ,Inah,80:126:223:858:1072:1074:1179:1181:1227,543:554:626:644:653:680:693:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,林,Inah
779,آثر,ar,noun,/aːθara/,ɶɶɶ,Effect,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:755:760:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,影响,Efek
780,sinaí,is,noun,/siːnai/,yɶy,Sinai,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:721:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:1012:1104:1105,西奈,Sinai.
781,dứt áo ra đi,vi,verb,/jɯk˦˥ aw˩˧ ʐa˧˥ di˧˥/,uɶɶy,escape,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,逃脱,melarikan diri
782,á sừng,vi,noun,/a˩˧ ʂɯŋ˦˨/,ɶum,horny,28:285:318:329:332:348:372:802:910:1136:1247,524:551:638:675:761:836:860:1009:1214,58:150:169:179:215:225:226:267:346:454:475:901,角质,Horny.
783,أفلاطوني,ar,adjective,/ʔaflaːtˤuːnijj/,ɶbɶuy,Platonic,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:1167:1241,柏拉图,Platonis
